"region","zone","ethnic.group","residence","sex","population"
"snnpr","kembata.timbaro","gedeo","urban","m",1
"snnpr","kembata.timbaro","gedicho","urban","m",4
"snnpr","kembata.timbaro","gidole","urban","m",7
"snnpr","kembata.timbaro","goffa","urban","m",26
"snnpr","kembata.timbaro","gumuz","urban","m",8
"snnpr","kembata.timbaro","guragie","urban","m",284
"snnpr","kembata.timbaro","guagu","urban","m",0
"snnpr","kembata.timbaro","hadiya","urban","m",1932
"snnpr","kembata.timbaro","hareri","urban","m",3
"snnpr","kembata.timbaro","hamer","urban","m",0
"snnpr","kembata.timbaro","irob","urban","m",1
"snnpr","kembata.timbaro","kefficho","urban","m",12
"snnpr","kembata.timbaro","kembata","urban","m",35668
"snnpr","kembata.timbaro","konta","urban","m",14
"snnpr","kembata.timbaro","komo","urban","m",14
"snnpr","kembata.timbaro","konso","urban","m",0
"snnpr","kembata.timbaro","kore","urban","m",6
"snnpr","kembata.timbaro","koyego","urban","m",4
"snnpr","kembata.timbaro","kunama","urban","m",1
"snnpr","kembata.timbaro","karo","urban","m",0
"snnpr","kembata.timbaro","kusumie","urban","m",0
"snnpr","kembata.timbaro","malie","urban","m",26
"snnpr","kembata.timbaro","mao","urban","m",5
"snnpr","kembata.timbaro","mareko","urban","m",24
"snnpr","kembata.timbaro","mashola","urban","m",13
"snnpr","kembata.timbaro","mere","urban","m",3
"snnpr","kembata.timbaro","me-enite","urban","m",0
"snnpr","kembata.timbaro","messengo","urban","m",12
"snnpr","kembata.timbaro","mejenger","urban","m",2
"snnpr","kembata.timbaro","mossiye","urban","m",3
"snnpr","kembata.timbaro","mursi","urban","m",0
"snnpr","kembata.timbaro","murle","urban","m",4
"snnpr","kembata.timbaro","nao","urban","m",1
"snnpr","kembata.timbaro","nuwer","urban","m",1
"snnpr","kembata.timbaro","nyangatom","urban","m",1
"snnpr","kembata.timbaro","oromo","urban","m",162
"snnpr","kembata.timbaro","oida","urban","m",0
"snnpr","kembata.timbaro","qebena","urban","m",1
"snnpr","kembata.timbaro","qechem","urban","m",0
"snnpr","kembata.timbaro","qewama","urban","m",0
"snnpr","kembata.timbaro","shekecho","urban","m",1
"snnpr","kembata.timbaro","sheko","urban","m",3
"snnpr","kembata.timbaro","shinasha","urban","m",0
"snnpr","kembata.timbaro","sidama","urban","m",107
"snnpr","kembata.timbaro","silte","urban","m",50
"snnpr","kembata.timbaro","somalie","urban","m",0
"snnpr","kembata.timbaro","surma","urban","m",1
"snnpr","kembata.timbaro","she","urban","m",0
"snnpr","kembata.timbaro","tigrie","urban","m",25
"snnpr","kembata.timbaro","timebaro","urban","m",3820
"snnpr","kembata.timbaro","tsemay","urban","m",0
"snnpr","kembata.timbaro","upo","urban","m",7
"snnpr","kembata.timbaro","welaita","urban","m",2418
"snnpr","kembata.timbaro","werji","urban","m",1
"snnpr","kembata.timbaro","yem","urban","m",1
"snnpr","kembata.timbaro","zeyese","urban","m",1
"snnpr","kembata.timbaro","zelmam","urban","m",3
"snnpr","kembata.timbaro","other.ethiopian.national","urban","m",73
"snnpr","kembata.timbaro","from.different.parents","urban","m",3
"snnpr","kembata.timbaro","eritrean","urban","m",1
"snnpr","kembata.timbaro","djiboutian","urban","m",0
"snnpr","kembata.timbaro","somalian","urban","m",0
"snnpr","kembata.timbaro","kenyan","urban","m",0
"snnpr","kembata.timbaro","sudanese","urban","m",0
"snnpr","kembata.timbaro","other.foreigners","urban","m",6
"snnpr","sidama","affar","urban","m",38
"snnpr","sidama","agew-awi","urban","m",0
"snnpr","sidama","agew.hamyra","urban","m",120
"snnpr","sidama","alaba","urban","m",79
"snnpr","sidama","amhara","urban","m",11699
"snnpr","sidama","anyiwak","urban","m",80
"snnpr","sidama","argoba","urban","m",44
"snnpr","sidama","ari","urban","m",17
"snnpr","sidama","arborie","urban","m",5
"snnpr","sidama","bacha","urban","m",0
"snnpr","sidama","basketo","urban","m",0
"snnpr","sidama","bench","urban","m",11
"snnpr","sidama","berta","urban","m",0
"snnpr","sidama","bodi","urban","m",2
"snnpr","sidama","brayle","urban","m",4
"snnpr","sidama","burji","urban","m",12
"snnpr","sidama","bena","urban","m",4
"snnpr","sidama","chara","urban","m",0
"snnpr","sidama","dasenech","urban","m",2
"snnpr","sidama","dawuro","urban","m",17
"snnpr","sidama","debase-gewada","urban","m",7
"snnpr","sidama","derashe","urban","m",5
"snnpr","sidama","dime","urban","m",2
"snnpr","sidama","dizi","urban","m",6
"snnpr","sidama","donga","urban","m",7
"snnpr","sidama","fedashe","urban","m",2
"snnpr","sidama","gamo","urban","m",836
"snnpr","sidama","gebato","urban","m",5
"snnpr","sidama","gedeo","urban","m",56
"snnpr","sidama","gedicho","urban","m",2
"snnpr","sidama","gidole","urban","m",13
"snnpr","sidama","goffa","urban","m",177
"snnpr","sidama","gumuz","urban","m",22
"snnpr","sidama","guragie","urban","m",5908
"snnpr","sidama","guagu","urban","m",0
"snnpr","sidama","hadiya","urban","m",225
"snnpr","sidama","hareri","urban","m",13
"snnpr","sidama","hamer","urban","m",0
"snnpr","sidama","irob","urban","m",0
"snnpr","sidama","kefficho","urban","m",18
"snnpr","sidama","kembata","urban","m",215
"snnpr","sidama","konta","urban","m",3
"snnpr","sidama","komo","urban","m",5
"snnpr","sidama","konso","urban","m",4
"snnpr","sidama","kore","urban","m",53
"snnpr","sidama","koyego","urban","m",17
"snnpr","sidama","kunama","urban","m",1
"snnpr","sidama","karo","urban","m",0
"snnpr","sidama","kusumie","urban","m",1
"snnpr","sidama","malie","urban","m",162
"snnpr","sidama","mao","urban","m",84
"snnpr","sidama","mareko","urban","m",34
"snnpr","sidama","mashola","urban","m",20
"snnpr","sidama","mere","urban","m",529
"snnpr","sidama","me-enite","urban","m",8
"snnpr","sidama","messengo","urban","m",32
"snnpr","sidama","mejenger","urban","m",25
"snnpr","sidama","mossiye","urban","m",37
"snnpr","sidama","mursi","urban","m",1
"snnpr","sidama","murle","urban","m",5
"snnpr","sidama","nao","urban","m",13
"snnpr","sidama","nuwer","urban","m",67
"snnpr","sidama","nyangatom","urban","m",3
"snnpr","sidama","oromo","urban","m",4059
"snnpr","sidama","oida","urban","m",34
"snnpr","sidama","qebena","urban","m",4
"snnpr","sidama","qechem","urban","m",4
"snnpr","sidama","qewama","urban","m",1
"snnpr","sidama","shekecho","urban","m",7
"snnpr","sidama","sheko","urban","m",8
"snnpr","sidama","shinasha","urban","m",22
"snnpr","sidama","sidama","urban","m",55960
"snnpr","sidama","silte","urban","m",2003
"snnpr","sidama","somalie","urban","m",52
"snnpr","sidama","surma","urban","m",3
"snnpr","sidama","she","urban","m",1
"snnpr","sidama","tigrie","urban","m",329
"snnpr","sidama","timebaro","urban","m",0
"snnpr","sidama","tsemay","urban","m",1
"snnpr","sidama","upo","urban","m",13
"snnpr","sidama","welaita","urban","m",2567
"snnpr","sidama","werji","urban","m",95
"snnpr","sidama","yem","urban","m",6
"snnpr","sidama","zeyese","urban","m",4
"snnpr","sidama","zelmam","urban","m",0
"snnpr","sidama","other.ethiopian.national","urban","m",7
"snnpr","sidama","from.different.parents","urban","m",7
"snnpr","sidama","eritrean","urban","m",7
"snnpr","sidama","djiboutian","urban","m",0
"snnpr","sidama","somalian","urban","m",6
"snnpr","sidama","kenyan","urban","m",0
"snnpr","sidama","sudanese","urban","m",6
"snnpr","sidama","other.foreigners","urban","m",13
"snnpr","gedeo","affar","urban","m",37
"snnpr","gedeo","agew-awi","urban","m",10
"snnpr","gedeo","agew.hamyra","urban","m",93
"snnpr","gedeo","alaba","urban","m",192
"snnpr","gedeo","amhara","urban","m",10305
"snnpr","gedeo","anyiwak","urban","m",35
"snnpr","gedeo","argoba","urban","m",56
"snnpr","gedeo","ari","urban","m",14
"snnpr","gedeo","arborie","urban","m",1
"snnpr","gedeo","bacha","urban","m",3
"snnpr","gedeo","basketo","urban","m",8
"snnpr","gedeo","bench","urban","m",16
"snnpr","gedeo","berta","urban","m",6
"snnpr","gedeo","bodi","urban","m",13
"snnpr","gedeo","brayle","urban","m",8
"snnpr","gedeo","burji","urban","m",142
"snnpr","gedeo","bena","urban","m",3
"snnpr","gedeo","chara","urban","m",0
"snnpr","gedeo","dasenech","urban","m",3
"snnpr","gedeo","dawuro","urban","m",61
"snnpr","gedeo","debase-gewada","urban","m",27
"snnpr","gedeo","derashe","urban","m",6
"snnpr","gedeo","dime","urban","m",12
"snnpr","gedeo","dizi","urban","m",5
"snnpr","gedeo","donga","urban","m",6
"snnpr","gedeo","fedashe","urban","m",7
"snnpr","gedeo","gamo","urban","m",535
"snnpr","gedeo","gebato","urban","m",12
"snnpr","gedeo","gedeo","urban","m",21481
"snnpr","gedeo","gedicho","urban","m",13
"snnpr","gedeo","gidole","urban","m",14
"snnpr","gedeo","goffa","urban","m",23
"snnpr","gedeo","gumuz","urban","m",33
"snnpr","gedeo","guragie","urban","m",6536
"snnpr","gedeo","guagu","urban","m",0
"snnpr","gedeo","hadiya","urban","m",183
"snnpr","gedeo","hareri","urban","m",50
"snnpr","gedeo","hamer","urban","m",1
"snnpr","gedeo","irob","urban","m",13
"snnpr","gedeo","kefficho","urban","m",65
"snnpr","gedeo","kembata","urban","m",261
"snnpr","gedeo","konta","urban","m",15
"snnpr","gedeo","komo","urban","m",2
"snnpr","gedeo","konso","urban","m",25
"snnpr","gedeo","kore","urban","m",329
"snnpr","gedeo","koyego","urban","m",21
"snnpr","gedeo","kunama","urban","m",7
"snnpr","gedeo","karo","urban","m",3
"snnpr","gedeo","kusumie","urban","m",1
"snnpr","gedeo","malie","urban","m",89
"snnpr","gedeo","mao","urban","m",69
"snnpr","gedeo","mareko","urban","m",60
"snnpr","gedeo","mashola","urban","m",29
"snnpr","gedeo","mere","urban","m",74
"snnpr","gedeo","me-enite","urban","m",862
"snnpr","gedeo","messengo","urban","m",75
"snnpr","gedeo","mejenger","urban","m",8
"snnpr","gedeo","mossiye","urban","m",50
"snnpr","gedeo","mursi","urban","m",12
"snnpr","gedeo","murle","urban","m",0
"snnpr","gedeo","nao","urban","m",31
"snnpr","gedeo","nuwer","urban","m",8
"snnpr","gedeo","nyangatom","urban","m",9
"snnpr","gedeo","oromo","urban","m",5681
"snnpr","gedeo","oida","urban","m",67
"snnpr","gedeo","qebena","urban","m",16
"snnpr","gedeo","qechem","urban","m",4
"snnpr","gedeo","qewama","urban","m",3
"snnpr","gedeo","shekecho","urban","m",16
"snnpr","gedeo","sheko","urban","m",8
"snnpr","gedeo","shinasha","urban","m",5
"snnpr","gedeo","sidama","urban","m",1417
"snnpr","gedeo","silte","urban","m",2550
"snnpr","gedeo","somalie","urban","m",33
"snnpr","gedeo","surma","urban","m",7
"snnpr","gedeo","she","urban","m",1
"snnpr","gedeo","tigrie","urban","m",620
"snnpr","gedeo","timebaro","urban","m",11
"snnpr","gedeo","tsemay","urban","m",0
"snnpr","gedeo","upo","urban","m",4
"snnpr","gedeo","welaita","urban","m",2837
"snnpr","gedeo","werji","urban","m",546
"snnpr","gedeo","yem","urban","m",25
"snnpr","gedeo","zeyese","urban","m",11
"snnpr","gedeo","zelmam","urban","m",1
"snnpr","gedeo","other.ethiopian.national","urban","m",4
"snnpr","gedeo","from.different.parents","urban","m",66
"snnpr","gedeo","eritrean","urban","m",5
"snnpr","gedeo","djiboutian","urban","m",0
"snnpr","gedeo","somalian","urban","m",3
"snnpr","gedeo","kenyan","urban","m",4
"snnpr","gedeo","sudanese","urban","m",17
"snnpr","gedeo","other.foreigners","urban","m",40
"snnpr","wolyita","affar","urban","m",24
"snnpr","wolyita","agew-awi","urban","m",3
"snnpr","wolyita","agew.hamyra","urban","m",107
"snnpr","wolyita","alaba","urban","m",129
"snnpr","wolyita","amhara","urban","m",3859
"snnpr","wolyita","anyiwak","urban","m",13
"snnpr","wolyita","argoba","urban","m",354
"snnpr","wolyita","ari","urban","m",50
"snnpr","wolyita","arborie","urban","m",9
"snnpr","wolyita","bacha","urban","m",0
"snnpr","wolyita","basketo","urban","m",7
"snnpr","wolyita","bench","urban","m",22
"snnpr","wolyita","berta","urban","m",5
"snnpr","wolyita","bodi","urban","m",9
"snnpr","wolyita","brayle","urban","m",13
"snnpr","wolyita","burji","urban","m",35
"snnpr","wolyita","bena","urban","m",3
"snnpr","wolyita","chara","urban","m",13
"snnpr","wolyita","dasenech","urban","m",4
"snnpr","wolyita","dawuro","urban","m",230
"snnpr","wolyita","debase-gewada","urban","m",7
"snnpr","wolyita","derashe","urban","m",9
"snnpr","wolyita","dime","urban","m",9
"snnpr","wolyita","dizi","urban","m",14
"snnpr","wolyita","donga","urban","m",8
"snnpr","wolyita","fedashe","urban","m",5
"snnpr","wolyita","gamo","urban","m",2874
"snnpr","wolyita","gebato","urban","m",4
"snnpr","wolyita","gedeo","urban","m",48
"snnpr","wolyita","gedicho","urban","m",2
"snnpr","wolyita","gidole","urban","m",6
"snnpr","wolyita","goffa","urban","m",210
"snnpr","wolyita","gumuz","urban","m",9
"snnpr","wolyita","guragie","urban","m",1427
"snnpr","wolyita","guagu","urban","m",0
"snnpr","wolyita","hadiya","urban","m",301
"snnpr","wolyita","hareri","urban","m",4
"snnpr","wolyita","hamer","urban","m",2
"snnpr","wolyita","irob","urban","m",5
"snnpr","wolyita","kefficho","urban","m",102
"snnpr","wolyita","kembata","urban","m",197
"snnpr","wolyita","konta","urban","m",36
"snnpr","wolyita","komo","urban","m",1
"snnpr","wolyita","konso","urban","m",23
"snnpr","wolyita","kore","urban","m",28
"snnpr","wolyita","koyego","urban","m",7
"snnpr","wolyita","kunama","urban","m",2
"snnpr","wolyita","karo","urban","m",1
"snnpr","wolyita","kusumie","urban","m",1
"snnpr","wolyita","malie","urban","m",104
"snnpr","wolyita","mao","urban","m",208
"snnpr","wolyita","mareko","urban","m",30
"snnpr","wolyita","mashola","urban","m",15
"snnpr","wolyita","mere","urban","m",32
"snnpr","wolyita","me-enite","urban","m",8
"snnpr","wolyita","messengo","urban","m",707
"snnpr","wolyita","mejenger","urban","m",29
"snnpr","wolyita","mossiye","urban","m",305
"snnpr","wolyita","mursi","urban","m",6
"snnpr","wolyita","murle","urban","m",5
"snnpr","wolyita","nao","urban","m",45
"snnpr","wolyita","nuwer","urban","m",11
"snnpr","wolyita","nyangatom","urban","m",12
"snnpr","wolyita","oromo","urban","m",722
"snnpr","wolyita","oida","urban","m",6
"snnpr","wolyita","qebena","urban","m",6
"snnpr","wolyita","qechem","urban","m",10
"snnpr","wolyita","qewama","urban","m",1
"snnpr","wolyita","shekecho","urban","m",13
"snnpr","wolyita","sheko","urban","m",12
"snnpr","wolyita","shinasha","urban","m",10
"snnpr","wolyita","sidama","urban","m",162
"snnpr","wolyita","silte","urban","m",1521
"snnpr","wolyita","somalie","urban","m",9
"snnpr","wolyita","surma","urban","m",15
"snnpr","wolyita","she","urban","m",2
"snnpr","wolyita","tigrie","urban","m",221
"snnpr","wolyita","timebaro","urban","m",15
"snnpr","wolyita","tsemay","urban","m",6
"snnpr","wolyita","upo","urban","m",7
"snnpr","wolyita","welaita","urban","m",74504
"snnpr","wolyita","werji","urban","m",54
"snnpr","wolyita","yem","urban","m",23
"snnpr","wolyita","zeyese","urban","m",7
"snnpr","wolyita","zelmam","urban","m",9
"snnpr","wolyita","other.ethiopian.national","urban","m",13
"snnpr","wolyita","from.different.parents","urban","m",30
"snnpr","wolyita","eritrean","urban","m",1
"snnpr","wolyita","djiboutian","urban","m",27
"snnpr","wolyita","somalian","urban","m",3
"snnpr","wolyita","kenyan","urban","m",1
"snnpr","wolyita","sudanese","urban","m",8
"snnpr","wolyita","other.foreigners","urban","m",21
"snnpr","south.omo","affar","urban","m",14
"snnpr","south.omo","agew-awi","urban","m",6
"snnpr","south.omo","agew.hamyra","urban","m",9
"snnpr","south.omo","alaba","urban","m",36
"snnpr","south.omo","amhara","urban","m",7452
"snnpr","south.omo","anyiwak","urban","m",14
"snnpr","south.omo","argoba","urban","m",16
"snnpr","south.omo","ari","urban","m",6268
"snnpr","south.omo","arborie","urban","m",38
"snnpr","south.omo","bacha","urban","m",0
"snnpr","south.omo","basketo","urban","m",1136
"snnpr","south.omo","bench","urban","m",6
"snnpr","south.omo","berta","urban","m",0
"snnpr","south.omo","bodi","urban","m",60
"snnpr","south.omo","brayle","urban","m",6
"snnpr","south.omo","burji","urban","m",8
"snnpr","south.omo","bena","urban","m",296
"snnpr","south.omo","chara","urban","m",2
"snnpr","south.omo","dasenech","urban","m",538
"snnpr","south.omo","dawuro","urban","m",14
"snnpr","south.omo","debase-gewada","urban","m",11
"snnpr","south.omo","derashe","urban","m",72
"snnpr","south.omo","dime","urban","m",12
"snnpr","south.omo","dizi","urban","m",19
"snnpr","south.omo","donga","urban","m",1
"snnpr","south.omo","fedashe","urban","m",4
"snnpr","south.omo","gamo","urban","m",410
"snnpr","south.omo","gebato","urban","m",2
"snnpr","south.omo","gedeo","urban","m",6
"snnpr","south.omo","gedicho","urban","m",11
"snnpr","south.omo","gidole","urban","m",56
"snnpr","south.omo","goffa","urban","m",910
"snnpr","south.omo","gumuz","urban","m",2
"snnpr","south.omo","guragie","urban","m",241
"snnpr","south.omo","guagu","urban","m",0
"snnpr","south.omo","hadiya","urban","m",25
"snnpr","south.omo","hareri","urban","m",3
"snnpr","south.omo","hamer","urban","m",310
"snnpr","south.omo","irob","urban","m",0
"snnpr","south.omo","kefficho","urban","m",1
"snnpr","south.omo","kembata","urban","m",29
"snnpr","south.omo","konta","urban","m",2
"snnpr","south.omo","komo","urban","m",0
"snnpr","south.omo","konso","urban","m",749
"snnpr","south.omo","kore","urban","m",30
"snnpr","south.omo","koyego","urban","m",4
"snnpr","south.omo","kunama","urban","m",2
"snnpr","south.omo","karo","urban","m",39
"snnpr","south.omo","kusumie","urban","m",1
"snnpr","south.omo","malie","urban","m",893
"snnpr","south.omo","mao","urban","m",12
"snnpr","south.omo","mareko","urban","m",3
"snnpr","south.omo","mashola","urban","m",3
"snnpr","south.omo","mere","urban","m",2
"snnpr","south.omo","me-enite","urban","m",9
"snnpr","south.omo","messengo","urban","m",15
"snnpr","south.omo","mejenger","urban","m",3
"snnpr","south.omo","mossiye","urban","m",53
"snnpr","south.omo","mursi","urban","m",28
