"region","zone","ethnic.group","residence","sex","population"
"benishangul-gumuz","metekel","other.ethiopian.national","urban","m",0
"benishangul-gumuz","metekel","from.different.parents","urban","m",0
"benishangul-gumuz","metekel","eritrean","urban","m",0
"benishangul-gumuz","metekel","djiboutian","urban","m",1
"benishangul-gumuz","metekel","somalian","urban","m",0
"benishangul-gumuz","metekel","kenyan","urban","m",0
"benishangul-gumuz","metekel","sudanese","urban","m",11
"benishangul-gumuz","metekel","other.foreigners","urban","m",4
"benishangul-gumuz","asossa","affar","urban","m",18
"benishangul-gumuz","asossa","agew-awi","urban","m",52
"benishangul-gumuz","asossa","agew.hamyra","urban","m",24
"benishangul-gumuz","asossa","alaba","urban","m",6
"benishangul-gumuz","asossa","amhara","urban","m",7072
"benishangul-gumuz","asossa","anyiwak","urban","m",9
"benishangul-gumuz","asossa","argoba","urban","m",10
"benishangul-gumuz","asossa","ari","urban","m",9
"benishangul-gumuz","asossa","arborie","urban","m",1
"benishangul-gumuz","asossa","bacha","urban","m",0
"benishangul-gumuz","asossa","basketo","urban","m",0
"benishangul-gumuz","asossa","bench","urban","m",1
"benishangul-gumuz","asossa","berta","urban","m",4756
"benishangul-gumuz","asossa","bodi","urban","m",4
"benishangul-gumuz","asossa","brayle","urban","m",3
"benishangul-gumuz","asossa","burji","urban","m",1
"benishangul-gumuz","asossa","bena","urban","m",2
"benishangul-gumuz","asossa","chara","urban","m",0
"benishangul-gumuz","asossa","dasenech","urban","m",1
"benishangul-gumuz","asossa","dawuro","urban","m",4
"benishangul-gumuz","asossa","debase-gewada","urban","m",0
"benishangul-gumuz","asossa","derashe","urban","m",0
"benishangul-gumuz","asossa","dime","urban","m",2
"benishangul-gumuz","asossa","dizi","urban","m",0
"benishangul-gumuz","asossa","donga","urban","m",2
"benishangul-gumuz","asossa","fedashe","urban","m",4
"benishangul-gumuz","asossa","gamo","urban","m",6
"benishangul-gumuz","asossa","gebato","urban","m",1
"benishangul-gumuz","asossa","gedeo","urban","m",1
"benishangul-gumuz","asossa","gedicho","urban","m",0
"benishangul-gumuz","asossa","gidole","urban","m",2
"benishangul-gumuz","asossa","goffa","urban","m",1
"benishangul-gumuz","asossa","gumuz","urban","m",155
"benishangul-gumuz","asossa","guragie","urban","m",611
"benishangul-gumuz","asossa","guagu","urban","m",0
"benishangul-gumuz","asossa","hadiya","urban","m",22
"benishangul-gumuz","asossa","hareri","urban","m",0
"benishangul-gumuz","asossa","hamer","urban","m",0
"benishangul-gumuz","asossa","irob","urban","m",0
"benishangul-gumuz","asossa","kefficho","urban","m",7
"benishangul-gumuz","asossa","kembata","urban","m",20
"benishangul-gumuz","asossa","konta","urban","m",1
"benishangul-gumuz","asossa","komo","urban","m",7
"benishangul-gumuz","asossa","konso","urban","m",0
"benishangul-gumuz","asossa","kore","urban","m",0
"benishangul-gumuz","asossa","koyego","urban","m",1
"benishangul-gumuz","asossa","kunama","urban","m",5
"benishangul-gumuz","asossa","karo","urban","m",11
"benishangul-gumuz","asossa","kusumie","urban","m",0
"benishangul-gumuz","asossa","malie","urban","m",6
"benishangul-gumuz","asossa","mao","urban","m",85
"benishangul-gumuz","asossa","mareko","urban","m",0
"benishangul-gumuz","asossa","mashola","urban","m",1
"benishangul-gumuz","asossa","mere","urban","m",4
"benishangul-gumuz","asossa","me-enite","urban","m",1
"benishangul-gumuz","asossa","messengo","urban","m",2
"benishangul-gumuz","asossa","mejenger","urban","m",2
"benishangul-gumuz","asossa","mossiye","urban","m",0
"benishangul-gumuz","asossa","mursi","urban","m",0
"benishangul-gumuz","asossa","murle","urban","m",2
"benishangul-gumuz","asossa","nao","urban","m",4
"benishangul-gumuz","asossa","nuwer","urban","m",52
"benishangul-gumuz","asossa","nyangatom","urban","m",2
"benishangul-gumuz","asossa","oromo","urban","m",6400
"benishangul-gumuz","asossa","oida","urban","m",3
"benishangul-gumuz","asossa","qebena","urban","m",1
"benishangul-gumuz","asossa","qechem","urban","m",0
"benishangul-gumuz","asossa","qewama","urban","m",0
"benishangul-gumuz","asossa","shekecho","urban","m",3
"benishangul-gumuz","asossa","sheko","urban","m",0
"benishangul-gumuz","asossa","shinasha","urban","m",285
"benishangul-gumuz","asossa","sidama","urban","m",26
"benishangul-gumuz","asossa","silte","urban","m",49
"benishangul-gumuz","asossa","somalie","urban","m",2
"benishangul-gumuz","asossa","surma","urban","m",0
"benishangul-gumuz","asossa","she","urban","m",0
"benishangul-gumuz","asossa","tigrie","urban","m",841
"benishangul-gumuz","asossa","timebaro","urban","m",1
"benishangul-gumuz","asossa","tsemay","urban","m",1
"benishangul-gumuz","asossa","upo","urban","m",4
"benishangul-gumuz","asossa","welaita","urban","m",42
"benishangul-gumuz","asossa","werji","urban","m",2
"benishangul-gumuz","asossa","yem","urban","m",5
"benishangul-gumuz","asossa","zeyese","urban","m",1
"benishangul-gumuz","asossa","zelmam","urban","m",1
"benishangul-gumuz","asossa","other.ethiopian.national","urban","m",3
"benishangul-gumuz","asossa","from.different.parents","urban","m",5
"benishangul-gumuz","asossa","eritrean","urban","m",9
"benishangul-gumuz","asossa","djiboutian","urban","m",0
"benishangul-gumuz","asossa","somalian","urban","m",0
"benishangul-gumuz","asossa","kenyan","urban","m",0
"benishangul-gumuz","asossa","sudanese","urban","m",34
"benishangul-gumuz","asossa","other.foreigners","urban","m",15
"benishangul-gumuz","kemashi","affar","urban","m",4
"benishangul-gumuz","kemashi","agew-awi","urban","m",33
"benishangul-gumuz","kemashi","agew.hamyra","urban","m",23
"benishangul-gumuz","kemashi","alaba","urban","m",0
"benishangul-gumuz","kemashi","amhara","urban","m",813
"benishangul-gumuz","kemashi","anyiwak","urban","m",2
"benishangul-gumuz","kemashi","argoba","urban","m",2
"benishangul-gumuz","kemashi","ari","urban","m",0
"benishangul-gumuz","kemashi","arborie","urban","m",1
"benishangul-gumuz","kemashi","bacha","urban","m",0
"benishangul-gumuz","kemashi","basketo","urban","m",0
"benishangul-gumuz","kemashi","bench","urban","m",0
"benishangul-gumuz","kemashi","berta","urban","m",85
"benishangul-gumuz","kemashi","bodi","urban","m",0
"benishangul-gumuz","kemashi","brayle","urban","m",0
"benishangul-gumuz","kemashi","burji","urban","m",0
"benishangul-gumuz","kemashi","bena","urban","m",0
"benishangul-gumuz","kemashi","chara","urban","m",0
"benishangul-gumuz","kemashi","dasenech","urban","m",0
"benishangul-gumuz","kemashi","dawuro","urban","m",0
"benishangul-gumuz","kemashi","debase-gewada","urban","m",0
"benishangul-gumuz","kemashi","derashe","urban","m",0
"benishangul-gumuz","kemashi","dime","urban","m",1
"benishangul-gumuz","kemashi","dizi","urban","m",0
"benishangul-gumuz","kemashi","donga","urban","m",0
"benishangul-gumuz","kemashi","fedashe","urban","m",0
"benishangul-gumuz","kemashi","gamo","urban","m",3
"benishangul-gumuz","kemashi","gebato","urban","m",0
"benishangul-gumuz","kemashi","gedeo","urban","m",0
"benishangul-gumuz","kemashi","gedicho","urban","m",0
"benishangul-gumuz","kemashi","gidole","urban","m",1
"benishangul-gumuz","kemashi","goffa","urban","m",0
"benishangul-gumuz","kemashi","gumuz","urban","m",2991
"benishangul-gumuz","kemashi","guragie","urban","m",30
"benishangul-gumuz","kemashi","guagu","urban","m",0
"benishangul-gumuz","kemashi","hadiya","urban","m",5
"benishangul-gumuz","kemashi","hareri","urban","m",0
"benishangul-gumuz","kemashi","hamer","urban","m",0
"benishangul-gumuz","kemashi","irob","urban","m",0
"benishangul-gumuz","kemashi","kefficho","urban","m",0
"benishangul-gumuz","kemashi","kembata","urban","m",2
"benishangul-gumuz","kemashi","konta","urban","m",0
"benishangul-gumuz","kemashi","komo","urban","m",1
"benishangul-gumuz","kemashi","konso","urban","m",0
"benishangul-gumuz","kemashi","kore","urban","m",0
"benishangul-gumuz","kemashi","koyego","urban","m",0
"benishangul-gumuz","kemashi","kunama","urban","m",1
"benishangul-gumuz","kemashi","karo","urban","m",0
"benishangul-gumuz","kemashi","kusumie","urban","m",0
"benishangul-gumuz","kemashi","malie","urban","m",1
"benishangul-gumuz","kemashi","mao","urban","m",14
"benishangul-gumuz","kemashi","mareko","urban","m",3
"benishangul-gumuz","kemashi","mashola","urban","m",0
"benishangul-gumuz","kemashi","mere","urban","m",1
"benishangul-gumuz","kemashi","me-enite","urban","m",0
"benishangul-gumuz","kemashi","messengo","urban","m",0
"benishangul-gumuz","kemashi","mejenger","urban","m",0
"benishangul-gumuz","kemashi","mossiye","urban","m",0
"benishangul-gumuz","kemashi","mursi","urban","m",0
"benishangul-gumuz","kemashi","murle","urban","m",0
"benishangul-gumuz","kemashi","nao","urban","m",0
"benishangul-gumuz","kemashi","nuwer","urban","m",0
"benishangul-gumuz","kemashi","nyangatom","urban","m",2
"benishangul-gumuz","kemashi","oromo","urban","m",3714
"benishangul-gumuz","kemashi","oida","urban","m",0
"benishangul-gumuz","kemashi","qebena","urban","m",1
"benishangul-gumuz","kemashi","qechem","urban","m",0
"benishangul-gumuz","kemashi","qewama","urban","m",0
"benishangul-gumuz","kemashi","shekecho","urban","m",0
"benishangul-gumuz","kemashi","sheko","urban","m",0
"benishangul-gumuz","kemashi","shinasha","urban","m",43
"benishangul-gumuz","kemashi","sidama","urban","m",2
"benishangul-gumuz","kemashi","silte","urban","m",0
"benishangul-gumuz","kemashi","somalie","urban","m",2
"benishangul-gumuz","kemashi","surma","urban","m",0
"benishangul-gumuz","kemashi","she","urban","m",0
"benishangul-gumuz","kemashi","tigrie","urban","m",32
"benishangul-gumuz","kemashi","timebaro","urban","m",0
"benishangul-gumuz","kemashi","tsemay","urban","m",0
"benishangul-gumuz","kemashi","upo","urban","m",0
"benishangul-gumuz","kemashi","welaita","urban","m",2
"benishangul-gumuz","kemashi","werji","urban","m",0
"benishangul-gumuz","kemashi","yem","urban","m",0
"benishangul-gumuz","kemashi","zeyese","urban","m",0
"benishangul-gumuz","kemashi","zelmam","urban","m",0
"benishangul-gumuz","kemashi","other.ethiopian.national","urban","m",0
"benishangul-gumuz","kemashi","from.different.parents","urban","m",3
"benishangul-gumuz","kemashi","eritrean","urban","m",0
"benishangul-gumuz","kemashi","djiboutian","urban","m",0
"benishangul-gumuz","kemashi","somalian","urban","m",0
"benishangul-gumuz","kemashi","kenyan","urban","m",0
"benishangul-gumuz","kemashi","sudanese","urban","m",0
"benishangul-gumuz","kemashi","other.foreigners","urban","m",1
"benishangul-gumuz","pawe","affar","urban","m",2
"benishangul-gumuz","pawe","agew-awi","urban","m",489
"benishangul-gumuz","pawe","agew.hamyra","urban","m",87
"benishangul-gumuz","pawe","alaba","urban","m",2
"benishangul-gumuz","pawe","amhara","urban","m",3991
"benishangul-gumuz","pawe","anyiwak","urban","m",2
"benishangul-gumuz","pawe","argoba","urban","m",0
"benishangul-gumuz","pawe","ari","urban","m",0
"benishangul-gumuz","pawe","arborie","urban","m",0
"benishangul-gumuz","pawe","bacha","urban","m",0
"benishangul-gumuz","pawe","basketo","urban","m",0
"benishangul-gumuz","pawe","bench","urban","m",0
"benishangul-gumuz","pawe","berta","urban","m",1
"benishangul-gumuz","pawe","bodi","urban","m",0
"benishangul-gumuz","pawe","brayle","urban","m",0
"benishangul-gumuz","pawe","burji","urban","m",0
"benishangul-gumuz","pawe","bena","urban","m",0
"benishangul-gumuz","pawe","chara","urban","m",1
"benishangul-gumuz","pawe","dasenech","urban","m",0
"benishangul-gumuz","pawe","dawuro","urban","m",7
"benishangul-gumuz","pawe","debase-gewada","urban","m",0
"benishangul-gumuz","pawe","derashe","urban","m",0
"benishangul-gumuz","pawe","dime","urban","m",0
"benishangul-gumuz","pawe","dizi","urban","m",0
"benishangul-gumuz","pawe","donga","urban","m",0
"benishangul-gumuz","pawe","fedashe","urban","m",0
"benishangul-gumuz","pawe","gamo","urban","m",1
"benishangul-gumuz","pawe","gebato","urban","m",0
"benishangul-gumuz","pawe","gedeo","urban","m",0
"benishangul-gumuz","pawe","gedicho","urban","m",1
"benishangul-gumuz","pawe","gidole","urban","m",0
"benishangul-gumuz","pawe","goffa","urban","m",0
"benishangul-gumuz","pawe","gumuz","urban","m",9
"benishangul-gumuz","pawe","guragie","urban","m",10
"benishangul-gumuz","pawe","guagu","urban","m",0
"benishangul-gumuz","pawe","hadiya","urban","m",66
"benishangul-gumuz","pawe","hareri","urban","m",0
"benishangul-gumuz","pawe","hamer","urban","m",0
"benishangul-gumuz","pawe","irob","urban","m",0
"benishangul-gumuz","pawe","kefficho","urban","m",0
"benishangul-gumuz","pawe","kembata","urban","m",92
"benishangul-gumuz","pawe","konta","urban","m",0
"benishangul-gumuz","pawe","komo","urban","m",0
"benishangul-gumuz","pawe","konso","urban","m",0
"benishangul-gumuz","pawe","kore","urban","m",0
"benishangul-gumuz","pawe","koyego","urban","m",0
"benishangul-gumuz","pawe","kunama","urban","m",1
"benishangul-gumuz","pawe","karo","urban","m",0
"benishangul-gumuz","pawe","kusumie","urban","m",0
"benishangul-gumuz","pawe","malie","urban","m",3
"benishangul-gumuz","pawe","mao","urban","m",1
"benishangul-gumuz","pawe","mareko","urban","m",2
"benishangul-gumuz","pawe","mashola","urban","m",0
"benishangul-gumuz","pawe","mere","urban","m",0
"benishangul-gumuz","pawe","me-enite","urban","m",3
"benishangul-gumuz","pawe","messengo","urban","m",0
"benishangul-gumuz","pawe","mejenger","urban","m",0
"benishangul-gumuz","pawe","mossiye","urban","m",0
"benishangul-gumuz","pawe","mursi","urban","m",0
"benishangul-gumuz","pawe","murle","urban","m",0
"benishangul-gumuz","pawe","nao","urban","m",0
"benishangul-gumuz","pawe","nuwer","urban","m",0
"benishangul-gumuz","pawe","nyangatom","urban","m",0
"benishangul-gumuz","pawe","oromo","urban","m",73
"benishangul-gumuz","pawe","oida","urban","m",0
"benishangul-gumuz","pawe","qebena","urban","m",0
"benishangul-gumuz","pawe","qechem","urban","m",0
"benishangul-gumuz","pawe","qewama","urban","m",0
"benishangul-gumuz","pawe","shekecho","urban","m",0
"benishangul-gumuz","pawe","sheko","urban","m",0
"benishangul-gumuz","pawe","shinasha","urban","m",26
"benishangul-gumuz","pawe","sidama","urban","m",1
"benishangul-gumuz","pawe","silte","urban","m",1
"benishangul-gumuz","pawe","somalie","urban","m",0
"benishangul-gumuz","pawe","surma","urban","m",0
"benishangul-gumuz","pawe","she","urban","m",0
"benishangul-gumuz","pawe","tigrie","urban","m",65
"benishangul-gumuz","pawe","timebaro","urban","m",0
"benishangul-gumuz","pawe","tsemay","urban","m",0
"benishangul-gumuz","pawe","upo","urban","m",0
"benishangul-gumuz","pawe","welaita","urban","m",18
"benishangul-gumuz","pawe","werji","urban","m",3
"benishangul-gumuz","pawe","yem","urban","m",0
"benishangul-gumuz","pawe","zeyese","urban","m",0
"benishangul-gumuz","pawe","zelmam","urban","m",0
"benishangul-gumuz","pawe","other.ethiopian.national","urban","m",3
"benishangul-gumuz","pawe","from.different.parents","urban","m",2
"benishangul-gumuz","pawe","eritrean","urban","m",0
"benishangul-gumuz","pawe","djiboutian","urban","m",0
"benishangul-gumuz","pawe","somalian","urban","m",0
"benishangul-gumuz","pawe","kenyan","urban","m",0
"benishangul-gumuz","pawe","sudanese","urban","m",0
"benishangul-gumuz","pawe","other.foreigners","urban","m",0
"benishangul-gumuz","mao.komo","affar","urban","m",0
"benishangul-gumuz","mao.komo","agew-awi","urban","m",0
"benishangul-gumuz","mao.komo","agew.hamyra","urban","m",1
"benishangul-gumuz","mao.komo","alaba","urban","m",0
"benishangul-gumuz","mao.komo","amhara","urban","m",116
"benishangul-gumuz","mao.komo","anyiwak","urban","m",1
"benishangul-gumuz","mao.komo","argoba","urban","m",0
"benishangul-gumuz","mao.komo","ari","urban","m",0
"benishangul-gumuz","mao.komo","arborie","urban","m",0
"benishangul-gumuz","mao.komo","bacha","urban","m",0
"benishangul-gumuz","mao.komo","basketo","urban","m",0
"benishangul-gumuz","mao.komo","bench","urban","m",0
"benishangul-gumuz","mao.komo","berta","urban","m",55
"benishangul-gumuz","mao.komo","bodi","urban","m",0
"benishangul-gumuz","mao.komo","brayle","urban","m",0
"benishangul-gumuz","mao.komo","burji","urban","m",0
"benishangul-gumuz","mao.komo","bena","urban","m",0
"benishangul-gumuz","mao.komo","chara","urban","m",0
"benishangul-gumuz","mao.komo","dasenech","urban","m",0
"benishangul-gumuz","mao.komo","dawuro","urban","m",0
"benishangul-gumuz","mao.komo","debase-gewada","urban","m",0
"benishangul-gumuz","mao.komo","derashe","urban","m",0
"benishangul-gumuz","mao.komo","dime","urban","m",0
"benishangul-gumuz","mao.komo","dizi","urban","m",0
"benishangul-gumuz","mao.komo","donga","urban","m",0
"benishangul-gumuz","mao.komo","fedashe","urban","m",0
"benishangul-gumuz","mao.komo","gamo","urban","m",0
"benishangul-gumuz","mao.komo","gebato","urban","m",0
"benishangul-gumuz","mao.komo","gedeo","urban","m",0
"benishangul-gumuz","mao.komo","gedicho","urban","m",0
"benishangul-gumuz","mao.komo","gidole","urban","m",0
"benishangul-gumuz","mao.komo","goffa","urban","m",0
"benishangul-gumuz","mao.komo","gumuz","urban","m",3
"benishangul-gumuz","mao.komo","guragie","urban","m",16
"benishangul-gumuz","mao.komo","guagu","urban","m",0
"benishangul-gumuz","mao.komo","hadiya","urban","m",0
"benishangul-gumuz","mao.komo","hareri","urban","m",0
"benishangul-gumuz","mao.komo","hamer","urban","m",0
"benishangul-gumuz","mao.komo","irob","urban","m",0
"benishangul-gumuz","mao.komo","kefficho","urban","m",1
"benishangul-gumuz","mao.komo","kembata","urban","m",0
"benishangul-gumuz","mao.komo","konta","urban","m",0
"benishangul-gumuz","mao.komo","komo","urban","m",83
"benishangul-gumuz","mao.komo","konso","urban","m",0
"benishangul-gumuz","mao.komo","kore","urban","m",0
"benishangul-gumuz","mao.komo","koyego","urban","m",0
"benishangul-gumuz","mao.komo","kunama","urban","m",0
"benishangul-gumuz","mao.komo","karo","urban","m",0
"benishangul-gumuz","mao.komo","kusumie","urban","m",0
"benishangul-gumuz","mao.komo","malie","urban","m",0
"benishangul-gumuz","mao.komo","mao","urban","m",852
"benishangul-gumuz","mao.komo","mareko","urban","m",0
"benishangul-gumuz","mao.komo","mashola","urban","m",0
"benishangul-gumuz","mao.komo","mere","urban","m",1
"benishangul-gumuz","mao.komo","me-enite","urban","m",0
"benishangul-gumuz","mao.komo","messengo","urban","m",0
"benishangul-gumuz","mao.komo","mejenger","urban","m",0
"benishangul-gumuz","mao.komo","mossiye","urban","m",0
"benishangul-gumuz","mao.komo","mursi","urban","m",0
"benishangul-gumuz","mao.komo","murle","urban","m",0
"benishangul-gumuz","mao.komo","nao","urban","m",0
"benishangul-gumuz","mao.komo","nuwer","urban","m",0
"benishangul-gumuz","mao.komo","nyangatom","urban","m",0
"benishangul-gumuz","mao.komo","oromo","urban","m",591
"benishangul-gumuz","mao.komo","oida","urban","m",0
"benishangul-gumuz","mao.komo","qebena","urban","m",0
"benishangul-gumuz","mao.komo","qechem","urban","m",0
"benishangul-gumuz","mao.komo","qewama","urban","m",0
"benishangul-gumuz","mao.komo","shekecho","urban","m",0
"benishangul-gumuz","mao.komo","sheko","urban","m",0
"benishangul-gumuz","mao.komo","shinasha","urban","m",0
"benishangul-gumuz","mao.komo","sidama","urban","m",0
"benishangul-gumuz","mao.komo","silte","urban","m",0
"benishangul-gumuz","mao.komo","somalie","urban","m",0
"benishangul-gumuz","mao.komo","surma","urban","m",0
"benishangul-gumuz","mao.komo","she","urban","m",0
"benishangul-gumuz","mao.komo","tigrie","urban","m",3
"benishangul-gumuz","mao.komo","timebaro","urban","m",0
"benishangul-gumuz","mao.komo","tsemay","urban","m",0
"benishangul-gumuz","mao.komo","upo","urban","m",0
"benishangul-gumuz","mao.komo","welaita","urban","m",0
"benishangul-gumuz","mao.komo","werji","urban","m",0
"benishangul-gumuz","mao.komo","yem","urban","m",0
"benishangul-gumuz","mao.komo","zeyese","urban","m",0
"benishangul-gumuz","mao.komo","zelmam","urban","m",0
"benishangul-gumuz","mao.komo","other.ethiopian.national","urban","m",3
"benishangul-gumuz","mao.komo","from.different.parents","urban","m",1
"benishangul-gumuz","mao.komo","eritrean","urban","m",0
"benishangul-gumuz","mao.komo","djiboutian","urban","m",0
"benishangul-gumuz","mao.komo","somalian","urban","m",0
"benishangul-gumuz","mao.komo","kenyan","urban","m",0
"benishangul-gumuz","mao.komo","sudanese","urban","m",0
"benishangul-gumuz","mao.komo","other.foreigners","urban","m",0
"benishangul-gumuz","metekel","affar","urban","f",2
"benishangul-gumuz","metekel","agew-awi","urban","f",2802
"benishangul-gumuz","metekel","agew.hamyra","urban","f",249
"benishangul-gumuz","metekel","alaba","urban","f",5
"benishangul-gumuz","metekel","amhara","urban","f",8087
"benishangul-gumuz","metekel","anyiwak","urban","f",3
"benishangul-gumuz","metekel","argoba","urban","f",2
"benishangul-gumuz","metekel","ari","urban","f",1
"benishangul-gumuz","metekel","arborie","urban","f",0
"benishangul-gumuz","metekel","bacha","urban","f",0
"benishangul-gumuz","metekel","basketo","urban","f",0
"benishangul-gumuz","metekel","bench","urban","f",1
"benishangul-gumuz","metekel","berta","urban","f",16
"benishangul-gumuz","metekel","bodi","urban","f",0
"benishangul-gumuz","metekel","brayle","urban","f",0
"benishangul-gumuz","metekel","burji","urban","f",0
"benishangul-gumuz","metekel","bena","urban","f",1
"benishangul-gumuz","metekel","chara","urban","f",0
"benishangul-gumuz","metekel","dasenech","urban","f",0
"benishangul-gumuz","metekel","dawuro","urban","f",2
"benishangul-gumuz","metekel","debase-gewada","urban","f",0
"benishangul-gumuz","metekel","derashe","urban","f",0
"benishangul-gumuz","metekel","dime","urban","f",0
"benishangul-gumuz","metekel","dizi","urban","f",0
"benishangul-gumuz","metekel","donga","urban","f",2
"benishangul-gumuz","metekel","fedashe","urban","f",0
"benishangul-gumuz","metekel","gamo","urban","f",0
"benishangul-gumuz","metekel","gebato","urban","f",1
"benishangul-gumuz","metekel","gedeo","urban","f",0
"benishangul-gumuz","metekel","gedicho","urban","f",0
"benishangul-gumuz","metekel","gidole","urban","f",0
"benishangul-gumuz","metekel","goffa","urban","f",0
"benishangul-gumuz","metekel","gumuz","urban","f",1455
"benishangul-gumuz","metekel","guragie","urban","f",16
"benishangul-gumuz","metekel","guagu","urban","f",0
"benishangul-gumuz","metekel","hadiya","urban","f",0
"benishangul-gumuz","metekel","hareri","urban","f",0
"benishangul-gumuz","metekel","hamer","urban","f",0
"benishangul-gumuz","metekel","irob","urban","f",0
"benishangul-gumuz","metekel","kefficho","urban","f",0
"benishangul-gumuz","metekel","kembata","urban","f",2
"benishangul-gumuz","metekel","konta","urban","f",0
"benishangul-gumuz","metekel","komo","urban","f",0
"benishangul-gumuz","metekel","konso","urban","f",0
"benishangul-gumuz","metekel","kore","urban","f",4
"benishangul-gumuz","metekel","koyego","urban","f",0
"benishangul-gumuz","metekel","kunama","urban","f",3
"benishangul-gumuz","metekel","karo","urban","f",0
"benishangul-gumuz","metekel","kusumie","urban","f",0
"benishangul-gumuz","metekel","malie","urban","f",0
"benishangul-gumuz","metekel","mao","urban","f",3
"benishangul-gumuz","metekel","mareko","urban","f",2
"benishangul-gumuz","metekel","mashola","urban","f",1
"benishangul-gumuz","metekel","mere","urban","f",0
"benishangul-gumuz","metekel","me-enite","urban","f",0
"benishangul-gumuz","metekel","messengo","urban","f",0
