"region","zone","ethnic.group","residence","sex","population"
"tigray","eastern.tigray","dime","urban","m",0
"tigray","eastern.tigray","dizi","urban","m",0
"tigray","eastern.tigray","donga","urban","m",0
"tigray","eastern.tigray","fedashe","urban","m",0
"tigray","eastern.tigray","gamo","urban","m",0
"tigray","eastern.tigray","gebato","urban","m",1
"tigray","eastern.tigray","gedeo","urban","m",2
"tigray","eastern.tigray","gedicho","urban","m",0
"tigray","eastern.tigray","gidole","urban","m",0
"tigray","eastern.tigray","goffa","urban","m",0
"tigray","eastern.tigray","gumuz","urban","m",0
"tigray","eastern.tigray","guragie","urban","m",5
"tigray","eastern.tigray","guagu","urban","m",0
"tigray","eastern.tigray","hadiya","urban","m",1
"tigray","eastern.tigray","hareri","urban","m",0
"tigray","eastern.tigray","hamer","urban","m",4
"tigray","eastern.tigray","irob","urban","m",1574
"tigray","eastern.tigray","kefficho","urban","m",6
"tigray","eastern.tigray","kembata","urban","m",2
"tigray","eastern.tigray","konta","urban","m",0
"tigray","eastern.tigray","komo","urban","m",0
"tigray","eastern.tigray","konso","urban","m",0
"tigray","eastern.tigray","kore","urban","m",1
"tigray","eastern.tigray","koyego","urban","m",0
"tigray","eastern.tigray","kunama","urban","m",1
"tigray","eastern.tigray","karo","urban","m",0
"tigray","eastern.tigray","kusumie","urban","m",0
"tigray","eastern.tigray","malie","urban","m",1
"tigray","eastern.tigray","mao","urban","m",0
"tigray","eastern.tigray","mareko","urban","m",3
"tigray","eastern.tigray","mashola","urban","m",1
"tigray","eastern.tigray","mere","urban","m",0
"tigray","eastern.tigray","me-enite","urban","m",0
"tigray","eastern.tigray","messengo","urban","m",3
"tigray","eastern.tigray","mejenger","urban","m",5
"tigray","eastern.tigray","mossiye","urban","m",0
"tigray","eastern.tigray","mursi","urban","m",1
"tigray","eastern.tigray","murle","urban","m",0
"tigray","eastern.tigray","nao","urban","m",0
"tigray","eastern.tigray","nuwer","urban","m",0
"tigray","eastern.tigray","nyangatom","urban","m",0
"tigray","eastern.tigray","oromo","urban","m",77
"tigray","eastern.tigray","oida","urban","m",0
"tigray","eastern.tigray","qebena","urban","m",1
"tigray","eastern.tigray","qechem","urban","m",4
"tigray","eastern.tigray","qewama","urban","m",0
"tigray","eastern.tigray","shekecho","urban","m",0
"tigray","eastern.tigray","sheko","urban","m",1
"tigray","eastern.tigray","shinasha","urban","m",1
"tigray","eastern.tigray","sidama","urban","m",1
"tigray","eastern.tigray","silte","urban","m",0
"tigray","eastern.tigray","somalie","urban","m",8
"tigray","eastern.tigray","surma","urban","m",1
"tigray","eastern.tigray","she","urban","m",0
"tigray","eastern.tigray","tigrie","urban","m",63743
"tigray","eastern.tigray","timebaro","urban","m",12
"tigray","eastern.tigray","tsemay","urban","m",2
"tigray","eastern.tigray","upo","urban","m",1
"tigray","eastern.tigray","welaita","urban","m",13
"tigray","eastern.tigray","werji","urban","m",0
"tigray","eastern.tigray","yem","urban","m",1
"tigray","eastern.tigray","zeyese","urban","m",0
"tigray","eastern.tigray","zelmam","urban","m",7
"tigray","eastern.tigray","other.ethiopian.national","urban","m",12
"tigray","eastern.tigray","from.different.parents","urban","m",10
"tigray","eastern.tigray","eritrean","urban","m",19
"tigray","eastern.tigray","djiboutian","urban","m",0
"tigray","eastern.tigray","somalian","urban","m",0
"tigray","eastern.tigray","kenyan","urban","m",0
"tigray","eastern.tigray","sudanese","urban","m",10
"tigray","eastern.tigray","other.foreigners","urban","m",10
"tigray","southern.tigray","affar","urban","m",80
"tigray","southern.tigray","agew-awi","urban","m",63
"tigray","southern.tigray","agew.hamyra","urban","m",209
"tigray","southern.tigray","alaba","urban","m",19
"tigray","southern.tigray","amhara","urban","m",5487
"tigray","southern.tigray","anyiwak","urban","m",4
"tigray","southern.tigray","argoba","urban","m",3
"tigray","southern.tigray","ari","urban","m",60
"tigray","southern.tigray","arborie","urban","m",0
"tigray","southern.tigray","bacha","urban","m",0
"tigray","southern.tigray","basketo","urban","m",0
"tigray","southern.tigray","bench","urban","m",5
"tigray","southern.tigray","berta","urban","m",0
"tigray","southern.tigray","bodi","urban","m",7
"tigray","southern.tigray","brayle","urban","m",7
"tigray","southern.tigray","burji","urban","m",4
"tigray","southern.tigray","bena","urban","m",0
"tigray","southern.tigray","chara","urban","m",2
"tigray","southern.tigray","dasenech","urban","m",22
"tigray","southern.tigray","dawuro","urban","m",1
"tigray","southern.tigray","debase-gewada","urban","m",2
"tigray","southern.tigray","derashe","urban","m",0
"tigray","southern.tigray","dime","urban","m",0
"tigray","southern.tigray","dizi","urban","m",0
"tigray","southern.tigray","donga","urban","m",4
"tigray","southern.tigray","fedashe","urban","m",0
"tigray","southern.tigray","gamo","urban","m",1
"tigray","southern.tigray","gebato","urban","m",3
"tigray","southern.tigray","gedeo","urban","m",0
"tigray","southern.tigray","gedicho","urban","m",0
"tigray","southern.tigray","gidole","urban","m",0
"tigray","southern.tigray","goffa","urban","m",0
"tigray","southern.tigray","gumuz","urban","m",0
"tigray","southern.tigray","guragie","urban","m",9
"tigray","southern.tigray","guagu","urban","m",0
"tigray","southern.tigray","hadiya","urban","m",1
"tigray","southern.tigray","hareri","urban","m",0
"tigray","southern.tigray","hamer","urban","m",0
"tigray","southern.tigray","irob","urban","m",1
"tigray","southern.tigray","kefficho","urban","m",0
"tigray","southern.tigray","kembata","urban","m",0
"tigray","southern.tigray","konta","urban","m",0
"tigray","southern.tigray","komo","urban","m",0
"tigray","southern.tigray","konso","urban","m",0
"tigray","southern.tigray","kore","urban","m",5
"tigray","southern.tigray","koyego","urban","m",0
"tigray","southern.tigray","kunama","urban","m",6
"tigray","southern.tigray","karo","urban","m",0
"tigray","southern.tigray","kusumie","urban","m",0
"tigray","southern.tigray","malie","urban","m",1
"tigray","southern.tigray","mao","urban","m",0
"tigray","southern.tigray","mareko","urban","m",1
"tigray","southern.tigray","mashola","urban","m",0
"tigray","southern.tigray","mere","urban","m",0
"tigray","southern.tigray","me-enite","urban","m",0
"tigray","southern.tigray","messengo","urban","m",2
"tigray","southern.tigray","mejenger","urban","m",2
"tigray","southern.tigray","mossiye","urban","m",1
"tigray","southern.tigray","mursi","urban","m",0
"tigray","southern.tigray","murle","urban","m",0
"tigray","southern.tigray","nao","urban","m",0
"tigray","southern.tigray","nuwer","urban","m",0
"tigray","southern.tigray","nyangatom","urban","m",0
"tigray","southern.tigray","oromo","urban","m",24
"tigray","southern.tigray","oida","urban","m",0
"tigray","southern.tigray","qebena","urban","m",0
"tigray","southern.tigray","qechem","urban","m",2
"tigray","southern.tigray","qewama","urban","m",0
"tigray","southern.tigray","shekecho","urban","m",0
"tigray","southern.tigray","sheko","urban","m",0
"tigray","southern.tigray","shinasha","urban","m",0
"tigray","southern.tigray","sidama","urban","m",1
"tigray","southern.tigray","silte","urban","m",0
"tigray","southern.tigray","somalie","urban","m",2
"tigray","southern.tigray","surma","urban","m",2
"tigray","southern.tigray","she","urban","m",0
"tigray","southern.tigray","tigrie","urban","m",53257
"tigray","southern.tigray","timebaro","urban","m",4
"tigray","southern.tigray","tsemay","urban","m",1
"tigray","southern.tigray","upo","urban","m",0
"tigray","southern.tigray","welaita","urban","m",5
"tigray","southern.tigray","werji","urban","m",1
"tigray","southern.tigray","yem","urban","m",0
"tigray","southern.tigray","zeyese","urban","m",0
"tigray","southern.tigray","zelmam","urban","m",3
"tigray","southern.tigray","other.ethiopian.national","urban","m",0
"tigray","southern.tigray","from.different.parents","urban","m",5
"tigray","southern.tigray","eritrean","urban","m",3
"tigray","southern.tigray","djiboutian","urban","m",0
"tigray","southern.tigray","somalian","urban","m",0
"tigray","southern.tigray","kenyan","urban","m",0
"tigray","southern.tigray","sudanese","urban","m",2
"tigray","southern.tigray","other.foreigners","urban","m",4
"tigray","western.tigray","affar","urban","m",9
"tigray","western.tigray","agew-awi","urban","m",83
"tigray","western.tigray","agew.hamyra","urban","m",70
"tigray","western.tigray","alaba","urban","m",6
"tigray","western.tigray","amhara","urban","m",3906
"tigray","western.tigray","anyiwak","urban","m",1
"tigray","western.tigray","argoba","urban","m",1
"tigray","western.tigray","ari","urban","m",57
"tigray","western.tigray","arborie","urban","m",0
"tigray","western.tigray","bacha","urban","m",0
"tigray","western.tigray","basketo","urban","m",0
"tigray","western.tigray","bench","urban","m",9
"tigray","western.tigray","berta","urban","m",2
"tigray","western.tigray","bodi","urban","m",4
"tigray","western.tigray","brayle","urban","m",2
"tigray","western.tigray","burji","urban","m",0
"tigray","western.tigray","bena","urban","m",0
"tigray","western.tigray","chara","urban","m",0
"tigray","western.tigray","dasenech","urban","m",1
"tigray","western.tigray","dawuro","urban","m",0
"tigray","western.tigray","debase-gewada","urban","m",1
"tigray","western.tigray","derashe","urban","m",1
"tigray","western.tigray","dime","urban","m",3
"tigray","western.tigray","dizi","urban","m",0
"tigray","western.tigray","donga","urban","m",0
"tigray","western.tigray","fedashe","urban","m",0
"tigray","western.tigray","gamo","urban","m",1
"tigray","western.tigray","gebato","urban","m",0
"tigray","western.tigray","gedeo","urban","m",1
"tigray","western.tigray","gedicho","urban","m",0
"tigray","western.tigray","gidole","urban","m",0
"tigray","western.tigray","goffa","urban","m",1
"tigray","western.tigray","gumuz","urban","m",0
"tigray","western.tigray","guragie","urban","m",11
"tigray","western.tigray","guagu","urban","m",0
"tigray","western.tigray","hadiya","urban","m",2
"tigray","western.tigray","hareri","urban","m",1
"tigray","western.tigray","hamer","urban","m",1
"tigray","western.tigray","irob","urban","m",16
"tigray","western.tigray","kefficho","urban","m",0
"tigray","western.tigray","kembata","urban","m",3
"tigray","western.tigray","konta","urban","m",0
"tigray","western.tigray","komo","urban","m",0
"tigray","western.tigray","konso","urban","m",1
"tigray","western.tigray","kore","urban","m",1
"tigray","western.tigray","koyego","urban","m",1
"tigray","western.tigray","kunama","urban","m",25
"tigray","western.tigray","karo","urban","m",0
"tigray","western.tigray","kusumie","urban","m",0
"tigray","western.tigray","malie","urban","m",1
"tigray","western.tigray","mao","urban","m",0
"tigray","western.tigray","mareko","urban","m",1
"tigray","western.tigray","mashola","urban","m",0
"tigray","western.tigray","mere","urban","m",0
"tigray","western.tigray","me-enite","urban","m",0
"tigray","western.tigray","messengo","urban","m",2
"tigray","western.tigray","mejenger","urban","m",4
"tigray","western.tigray","mossiye","urban","m",1
"tigray","western.tigray","mursi","urban","m",0
"tigray","western.tigray","murle","urban","m",1
"tigray","western.tigray","nao","urban","m",3
"tigray","western.tigray","nuwer","urban","m",0
"tigray","western.tigray","nyangatom","urban","m",0
"tigray","western.tigray","oromo","urban","m",115
"tigray","western.tigray","oida","urban","m",0
"tigray","western.tigray","qebena","urban","m",0
"tigray","western.tigray","qechem","urban","m",2
"tigray","western.tigray","qewama","urban","m",0
"tigray","western.tigray","shekecho","urban","m",1
"tigray","western.tigray","sheko","urban","m",0
"tigray","western.tigray","shinasha","urban","m",0
"tigray","western.tigray","sidama","urban","m",7
"tigray","western.tigray","silte","urban","m",6
"tigray","western.tigray","somalie","urban","m",2
"tigray","western.tigray","surma","urban","m",1
"tigray","western.tigray","she","urban","m",0
"tigray","western.tigray","tigrie","urban","m",32110
"tigray","western.tigray","timebaro","urban","m",1
"tigray","western.tigray","tsemay","urban","m",0
"tigray","western.tigray","upo","urban","m",0
"tigray","western.tigray","welaita","urban","m",20
"tigray","western.tigray","werji","urban","m",4
"tigray","western.tigray","yem","urban","m",0
"tigray","western.tigray","zeyese","urban","m",2
"tigray","western.tigray","zelmam","urban","m",0
"tigray","western.tigray","other.ethiopian.national","urban","m",11
"tigray","western.tigray","from.different.parents","urban","m",6
"tigray","western.tigray","eritrean","urban","m",57
"tigray","western.tigray","djiboutian","urban","m",0
"tigray","western.tigray","somalian","urban","m",0
"tigray","western.tigray","kenyan","urban","m",0
"tigray","western.tigray","sudanese","urban","m",140
"tigray","western.tigray","other.foreigners","urban","m",16
"tigray","mekele","affar","urban","m",104
"tigray","mekele","agew-awi","urban","m",47
"tigray","mekele","agew.hamyra","urban","m",100
"tigray","mekele","alaba","urban","m",40
"tigray","mekele","amhara","urban","m",2793
"tigray","mekele","anyiwak","urban","m",33
"tigray","mekele","argoba","urban","m",28
"tigray","mekele","ari","urban","m",83
"tigray","mekele","arborie","urban","m",4
"tigray","mekele","bacha","urban","m",11
"tigray","mekele","basketo","urban","m",1
"tigray","mekele","bench","urban","m",28
"tigray","mekele","berta","urban","m",8
"tigray","mekele","bodi","urban","m",22
"tigray","mekele","brayle","urban","m",13
"tigray","mekele","burji","urban","m",3
"tigray","mekele","bena","urban","m",2
"tigray","mekele","chara","urban","m",2
"tigray","mekele","dasenech","urban","m",2
"tigray","mekele","dawuro","urban","m",5
"tigray","mekele","debase-gewada","urban","m",1
"tigray","mekele","derashe","urban","m",9
"tigray","mekele","dime","urban","m",0
"tigray","mekele","dizi","urban","m",1
"tigray","mekele","donga","urban","m",5
"tigray","mekele","fedashe","urban","m",4
"tigray","mekele","gamo","urban","m",21
"tigray","mekele","gebato","urban","m",6
"tigray","mekele","gedeo","urban","m",7
"tigray","mekele","gedicho","urban","m",1
"tigray","mekele","gidole","urban","m",0
"tigray","mekele","goffa","urban","m",3
"tigray","mekele","gumuz","urban","m",6
"tigray","mekele","guragie","urban","m",175
"tigray","mekele","guagu","urban","m",0
"tigray","mekele","hadiya","urban","m",43
"tigray","mekele","hareri","urban","m",8
"tigray","mekele","hamer","urban","m",5
"tigray","mekele","irob","urban","m",135
"tigray","mekele","kefficho","urban","m",14
"tigray","mekele","kembata","urban","m",29
"tigray","mekele","konta","urban","m",0
"tigray","mekele","komo","urban","m",1
"tigray","mekele","konso","urban","m",2
"tigray","mekele","kore","urban","m",4
"tigray","mekele","koyego","urban","m",0
"tigray","mekele","kunama","urban","m",20
"tigray","mekele","karo","urban","m",0
"tigray","mekele","kusumie","urban","m",0
"tigray","mekele","malie","urban","m",10
"tigray","mekele","mao","urban","m",6
"tigray","mekele","mareko","urban","m",10
"tigray","mekele","mashola","urban","m",2
"tigray","mekele","mere","urban","m",7
"tigray","mekele","me-enite","urban","m",0
"tigray","mekele","messengo","urban","m",2
"tigray","mekele","mejenger","urban","m",3
"tigray","mekele","mossiye","urban","m",1
"tigray","mekele","mursi","urban","m",1
"tigray","mekele","murle","urban","m",1
"tigray","mekele","nao","urban","m",1
"tigray","mekele","nuwer","urban","m",10
"tigray","mekele","nyangatom","urban","m",0
"tigray","mekele","oromo","urban","m",789
"tigray","mekele","oida","urban","m",1
"tigray","mekele","qebena","urban","m",0
"tigray","mekele","qechem","urban","m",7
"tigray","mekele","qewama","urban","m",0
"tigray","mekele","shekecho","urban","m",6
"tigray","mekele","sheko","urban","m",0
"tigray","mekele","shinasha","urban","m",7
"tigray","mekele","sidama","urban","m",13
"tigray","mekele","silte","urban","m",36
"tigray","mekele","somalie","urban","m",44
"tigray","mekele","surma","urban","m",14
"tigray","mekele","she","urban","m",0
"tigray","mekele","tigrie","urban","m",99896
"tigray","mekele","timebaro","urban","m",14
"tigray","mekele","tsemay","urban","m",3
"tigray","mekele","upo","urban","m",1
"tigray","mekele","welaita","urban","m",53
"tigray","mekele","werji","urban","m",6
"tigray","mekele","yem","urban","m",2
"tigray","mekele","zeyese","urban","m",2
"tigray","mekele","zelmam","urban","m",2
"tigray","mekele","other.ethiopian.national","urban","m",10
"tigray","mekele","from.different.parents","urban","m",14
"tigray","mekele","eritrean","urban","m",41
"tigray","mekele","djiboutian","urban","m",1
"tigray","mekele","somalian","urban","m",3
"tigray","mekele","kenyan","urban","m",3
"tigray","mekele","sudanese","urban","m",25
"tigray","mekele","other.foreigners","urban","m",49
"tigray","north.western.tigray","affar","urban","f",155
"tigray","north.western.tigray","agew-awi","urban","f",4
"tigray","north.western.tigray","agew.hamyra","urban","f",43
"tigray","north.western.tigray","alaba","urban","f",16
"tigray","north.western.tigray","amhara","urban","f",2850
"tigray","north.western.tigray","anyiwak","urban","f",1
"tigray","north.western.tigray","argoba","urban","f",5
"tigray","north.western.tigray","ari","urban","f",44
"tigray","north.western.tigray","arborie","urban","f",0
"tigray","north.western.tigray","bacha","urban","f",5
"tigray","north.western.tigray","basketo","urban","f",0
"tigray","north.western.tigray","bench","urban","f",15
"tigray","north.western.tigray","berta","urban","f",18
"tigray","north.western.tigray","bodi","urban","f",2
"tigray","north.western.tigray","brayle","urban","f",0
"tigray","north.western.tigray","burji","urban","f",1
"tigray","north.western.tigray","bena","urban","f",1
"tigray","north.western.tigray","chara","urban","f",1
"tigray","north.western.tigray","dasenech","urban","f",1
"tigray","north.western.tigray","dawuro","urban","f",5
"tigray","north.western.tigray","debase-gewada","urban","f",0
"tigray","north.western.tigray","derashe","urban","f",1
"tigray","north.western.tigray","dime","urban","f",0
"tigray","north.western.tigray","dizi","urban","f",0
"tigray","north.western.tigray","donga","urban","f",0
"tigray","north.western.tigray","fedashe","urban","f",0
"tigray","north.western.tigray","gamo","urban","f",2
"tigray","north.western.tigray","gebato","urban","f",1
"tigray","north.western.tigray","gedeo","urban","f",0
"tigray","north.western.tigray","gedicho","urban","f",0
"tigray","north.western.tigray","gidole","urban","f",0
"tigray","north.western.tigray","goffa","urban","f",1
"tigray","north.western.tigray","gumuz","urban","f",0
"tigray","north.western.tigray","guragie","urban","f",13
"tigray","north.western.tigray","guagu","urban","f",0
"tigray","north.western.tigray","hadiya","urban","f",3
"tigray","north.western.tigray","hareri","urban","f",27
"tigray","north.western.tigray","hamer","urban","f",1
"tigray","north.western.tigray","irob","urban","f",20
"tigray","north.western.tigray","kefficho","urban","f",0
"tigray","north.western.tigray","kembata","urban","f",0
"tigray","north.western.tigray","konta","urban","f",0
"tigray","north.western.tigray","komo","urban","f",0
"tigray","north.western.tigray","konso","urban","f",1
"tigray","north.western.tigray","kore","urban","f",2
"tigray","north.western.tigray","koyego","urban","f",0
"tigray","north.western.tigray","kunama","urban","f",121
"tigray","north.western.tigray","karo","urban","f",0
"tigray","north.western.tigray","kusumie","urban","f",0
"tigray","north.western.tigray","malie","urban","f",1
"tigray","north.western.tigray","mao","urban","f",0
"tigray","north.western.tigray","mareko","urban","f",0
