"region","zone","ethnic.group","residence","sex","population"
"amhara","north.wello","agew.hamyra","urban","m",51
"amhara","north.wello","alaba","urban","m",52
"amhara","north.wello","amhara","urban","m",74634
"amhara","north.wello","anyiwak","urban","m",61
"amhara","north.wello","argoba","urban","m",10
"amhara","north.wello","ari","urban","m",21
"amhara","north.wello","arborie","urban","m",2
"amhara","north.wello","bacha","urban","m",0
"amhara","north.wello","basketo","urban","m",0
"amhara","north.wello","bench","urban","m",0
"amhara","north.wello","berta","urban","m",2
"amhara","north.wello","bodi","urban","m",10
"amhara","north.wello","brayle","urban","m",27
"amhara","north.wello","burji","urban","m",1
"amhara","north.wello","bena","urban","m",0
"amhara","north.wello","chara","urban","m",1
"amhara","north.wello","dasenech","urban","m",6
"amhara","north.wello","dawuro","urban","m",0
"amhara","north.wello","debase-gewada","urban","m",2
"amhara","north.wello","derashe","urban","m",0
"amhara","north.wello","dime","urban","m",0
"amhara","north.wello","dizi","urban","m",0
"amhara","north.wello","donga","urban","m",5
"amhara","north.wello","fedashe","urban","m",3
"amhara","north.wello","gamo","urban","m",2
"amhara","north.wello","gebato","urban","m",0
"amhara","north.wello","gedeo","urban","m",0
"amhara","north.wello","gedicho","urban","m",1
"amhara","north.wello","gidole","urban","m",0
"amhara","north.wello","goffa","urban","m",0
"amhara","north.wello","gumuz","urban","m",0
"amhara","north.wello","guragie","urban","m",25
"amhara","north.wello","guagu","urban","m",0
"amhara","north.wello","hadiya","urban","m",1
"amhara","north.wello","hareri","urban","m",1
"amhara","north.wello","hamer","urban","m",0
"amhara","north.wello","irob","urban","m",0
"amhara","north.wello","kefficho","urban","m",0
"amhara","north.wello","kembata","urban","m",1
"amhara","north.wello","konta","urban","m",0
"amhara","north.wello","komo","urban","m",1
"amhara","north.wello","konso","urban","m",0
"amhara","north.wello","kore","urban","m",0
"amhara","north.wello","koyego","urban","m",0
"amhara","north.wello","kunama","urban","m",7
"amhara","north.wello","karo","urban","m",0
"amhara","north.wello","kusumie","urban","m",0
"amhara","north.wello","malie","urban","m",8
"amhara","north.wello","mao","urban","m",3
"amhara","north.wello","mareko","urban","m",1
"amhara","north.wello","mashola","urban","m",0
"amhara","north.wello","mere","urban","m",0
"amhara","north.wello","me-enite","urban","m",0
"amhara","north.wello","messengo","urban","m",0
"amhara","north.wello","mejenger","urban","m",0
"amhara","north.wello","mossiye","urban","m",1
"amhara","north.wello","mursi","urban","m",0
"amhara","north.wello","murle","urban","m",1
"amhara","north.wello","nao","urban","m",0
"amhara","north.wello","nuwer","urban","m",0
"amhara","north.wello","nyangatom","urban","m",0
"amhara","north.wello","oromo","urban","m",49
"amhara","north.wello","oida","urban","m",0
"amhara","north.wello","qebena","urban","m",0
"amhara","north.wello","qechem","urban","m",0
"amhara","north.wello","qewama","urban","m",0
"amhara","north.wello","shekecho","urban","m",0
"amhara","north.wello","sheko","urban","m",0
"amhara","north.wello","shinasha","urban","m",0
"amhara","north.wello","sidama","urban","m",2
"amhara","north.wello","silte","urban","m",4
"amhara","north.wello","somalie","urban","m",4
"amhara","north.wello","surma","urban","m",1
"amhara","north.wello","she","urban","m",0
"amhara","north.wello","tigrie","urban","m",765
"amhara","north.wello","timebaro","urban","m",1
"amhara","north.wello","tsemay","urban","m",0
"amhara","north.wello","upo","urban","m",0
"amhara","north.wello","welaita","urban","m",11
"amhara","north.wello","werji","urban","m",2
"amhara","north.wello","yem","urban","m",0
"amhara","north.wello","zeyese","urban","m",0
"amhara","north.wello","zelmam","urban","m",0
"amhara","north.wello","other.ethiopian.national","urban","m",9
"amhara","north.wello","from.different.parents","urban","m",2
"amhara","north.wello","eritrean","urban","m",3
"amhara","north.wello","djiboutian","urban","m",0
"amhara","north.wello","somalian","urban","m",0
"amhara","north.wello","kenyan","urban","m",0
"amhara","north.wello","sudanese","urban","m",4
"amhara","north.wello","other.foreigners","urban","m",4
"amhara","south.wello","affar","urban","m",218
"amhara","south.wello","agew-awi","urban","m",63
"amhara","south.wello","agew.hamyra","urban","m",425
"amhara","south.wello","alaba","urban","m",95
"amhara","south.wello","amhara","urban","m",141397
"amhara","south.wello","anyiwak","urban","m",187
"amhara","south.wello","argoba","urban","m",315
"amhara","south.wello","ari","urban","m",34
"amhara","south.wello","arborie","urban","m",9
"amhara","south.wello","bacha","urban","m",2
"amhara","south.wello","basketo","urban","m",0
"amhara","south.wello","bench","urban","m",4
"amhara","south.wello","berta","urban","m",52
"amhara","south.wello","bodi","urban","m",90
"amhara","south.wello","brayle","urban","m",184
"amhara","south.wello","burji","urban","m",3
"amhara","south.wello","bena","urban","m",4
"amhara","south.wello","chara","urban","m",0
"amhara","south.wello","dasenech","urban","m",8
"amhara","south.wello","dawuro","urban","m",26
"amhara","south.wello","debase-gewada","urban","m",28
"amhara","south.wello","derashe","urban","m",0
"amhara","south.wello","dime","urban","m",4
"amhara","south.wello","dizi","urban","m",0
"amhara","south.wello","donga","urban","m",12
"amhara","south.wello","fedashe","urban","m",5
"amhara","south.wello","gamo","urban","m",11
"amhara","south.wello","gebato","urban","m",6
"amhara","south.wello","gedeo","urban","m",5
"amhara","south.wello","gedicho","urban","m",0
"amhara","south.wello","gidole","urban","m",6
"amhara","south.wello","goffa","urban","m",4
"amhara","south.wello","gumuz","urban","m",20
"amhara","south.wello","guragie","urban","m",188
"amhara","south.wello","guagu","urban","m",0
"amhara","south.wello","hadiya","urban","m",17
"amhara","south.wello","hareri","urban","m",5
"amhara","south.wello","hamer","urban","m",0
"amhara","south.wello","irob","urban","m",0
"amhara","south.wello","kefficho","urban","m",3
"amhara","south.wello","kembata","urban","m",17
"amhara","south.wello","konta","urban","m",0
"amhara","south.wello","komo","urban","m",0
"amhara","south.wello","konso","urban","m",2
"amhara","south.wello","kore","urban","m",2
"amhara","south.wello","koyego","urban","m",0
"amhara","south.wello","kunama","urban","m",17
"amhara","south.wello","karo","urban","m",2
"amhara","south.wello","kusumie","urban","m",0
"amhara","south.wello","malie","urban","m",19
"amhara","south.wello","mao","urban","m",10
"amhara","south.wello","mareko","urban","m",13
"amhara","south.wello","mashola","urban","m",10
"amhara","south.wello","mere","urban","m",6
"amhara","south.wello","me-enite","urban","m",0
"amhara","south.wello","messengo","urban","m",8
"amhara","south.wello","mejenger","urban","m",1
"amhara","south.wello","mossiye","urban","m",1
"amhara","south.wello","mursi","urban","m",1
"amhara","south.wello","murle","urban","m",0
"amhara","south.wello","nao","urban","m",3
"amhara","south.wello","nuwer","urban","m",3
"amhara","south.wello","nyangatom","urban","m",0
"amhara","south.wello","oromo","urban","m",654
"amhara","south.wello","oida","urban","m",2
"amhara","south.wello","qebena","urban","m",0
"amhara","south.wello","qechem","urban","m",0
"amhara","south.wello","qewama","urban","m",0
"amhara","south.wello","shekecho","urban","m",3
"amhara","south.wello","sheko","urban","m",0
"amhara","south.wello","shinasha","urban","m",13
"amhara","south.wello","sidama","urban","m",511
"amhara","south.wello","silte","urban","m",62
"amhara","south.wello","somalie","urban","m",22
"amhara","south.wello","surma","urban","m",11
"amhara","south.wello","she","urban","m",0
"amhara","south.wello","tigrie","urban","m",1768
"amhara","south.wello","timebaro","urban","m",4
"amhara","south.wello","tsemay","urban","m",0
"amhara","south.wello","upo","urban","m",0
"amhara","south.wello","welaita","urban","m",32
"amhara","south.wello","werji","urban","m",14
"amhara","south.wello","yem","urban","m",1
"amhara","south.wello","zeyese","urban","m",0
"amhara","south.wello","zelmam","urban","m",1
"amhara","south.wello","other.ethiopian.national","urban","m",1
"amhara","south.wello","from.different.parents","urban","m",15
"amhara","south.wello","eritrean","urban","m",3
"amhara","south.wello","djiboutian","urban","m",1
"amhara","south.wello","somalian","urban","m",1
"amhara","south.wello","kenyan","urban","m",1
"amhara","south.wello","sudanese","urban","m",6
"amhara","south.wello","other.foreigners","urban","m",10
"amhara","north.shewa","affar","urban","m",89
"amhara","north.shewa","agew-awi","urban","m",14
"amhara","north.shewa","agew.hamyra","urban","m",53
"amhara","north.shewa","alaba","urban","m",126
"amhara","north.shewa","amhara","urban","m",97600
"amhara","north.shewa","anyiwak","urban","m",97
"amhara","north.shewa","argoba","urban","m",2321
"amhara","north.shewa","ari","urban","m",18
"amhara","north.shewa","arborie","urban","m",1
"amhara","north.shewa","bacha","urban","m",0
"amhara","north.shewa","basketo","urban","m",1
"amhara","north.shewa","bench","urban","m",8
"amhara","north.shewa","berta","urban","m",4
"amhara","north.shewa","bodi","urban","m",4
"amhara","north.shewa","brayle","urban","m",20
"amhara","north.shewa","burji","urban","m",6
"amhara","north.shewa","bena","urban","m",6
"amhara","north.shewa","chara","urban","m",2
"amhara","north.shewa","dasenech","urban","m",1
"amhara","north.shewa","dawuro","urban","m",10
"amhara","north.shewa","debase-gewada","urban","m",2
"amhara","north.shewa","derashe","urban","m",0
"amhara","north.shewa","dime","urban","m",0
"amhara","north.shewa","dizi","urban","m",0
"amhara","north.shewa","donga","urban","m",3
"amhara","north.shewa","fedashe","urban","m",0
"amhara","north.shewa","gamo","urban","m",18
"amhara","north.shewa","gebato","urban","m",5
"amhara","north.shewa","gedeo","urban","m",15
"amhara","north.shewa","gedicho","urban","m",3
"amhara","north.shewa","gidole","urban","m",3
"amhara","north.shewa","goffa","urban","m",2
"amhara","north.shewa","gumuz","urban","m",3
"amhara","north.shewa","guragie","urban","m",911
"amhara","north.shewa","guagu","urban","m",0
"amhara","north.shewa","hadiya","urban","m",33
"amhara","north.shewa","hareri","urban","m",5
"amhara","north.shewa","hamer","urban","m",2
"amhara","north.shewa","irob","urban","m",5
"amhara","north.shewa","kefficho","urban","m",12
"amhara","north.shewa","kembata","urban","m",32
"amhara","north.shewa","konta","urban","m",0
"amhara","north.shewa","komo","urban","m",0
"amhara","north.shewa","konso","urban","m",2
"amhara","north.shewa","kore","urban","m",4
"amhara","north.shewa","koyego","urban","m",0
"amhara","north.shewa","kunama","urban","m",5
"amhara","north.shewa","karo","urban","m",0
"amhara","north.shewa","kusumie","urban","m",0
"amhara","north.shewa","malie","urban","m",39
"amhara","north.shewa","mao","urban","m",8
"amhara","north.shewa","mareko","urban","m",19
"amhara","north.shewa","mashola","urban","m",11
"amhara","north.shewa","mere","urban","m",6
"amhara","north.shewa","me-enite","urban","m",1
"amhara","north.shewa","messengo","urban","m",13
"amhara","north.shewa","mejenger","urban","m",5
"amhara","north.shewa","mossiye","urban","m",7
"amhara","north.shewa","mursi","urban","m",0
"amhara","north.shewa","murle","urban","m",2
"amhara","north.shewa","nao","urban","m",2
"amhara","north.shewa","nuwer","urban","m",13
"amhara","north.shewa","nyangatom","urban","m",0
"amhara","north.shewa","oromo","urban","m",2211
"amhara","north.shewa","oida","urban","m",3
"amhara","north.shewa","qebena","urban","m",1
"amhara","north.shewa","qechem","urban","m",0
"amhara","north.shewa","qewama","urban","m",0
"amhara","north.shewa","shekecho","urban","m",2
"amhara","north.shewa","sheko","urban","m",1
"amhara","north.shewa","shinasha","urban","m",2
"amhara","north.shewa","sidama","urban","m",42
"amhara","north.shewa","silte","urban","m",61
"amhara","north.shewa","somalie","urban","m",18
"amhara","north.shewa","surma","urban","m",4
"amhara","north.shewa","she","urban","m",0
"amhara","north.shewa","tigrie","urban","m",546
"amhara","north.shewa","timebaro","urban","m",0
"amhara","north.shewa","tsemay","urban","m",0
"amhara","north.shewa","upo","urban","m",0
"amhara","north.shewa","welaita","urban","m",48
"amhara","north.shewa","werji","urban","m",56
"amhara","north.shewa","yem","urban","m",1
"amhara","north.shewa","zeyese","urban","m",1
"amhara","north.shewa","zelmam","urban","m",1
"amhara","north.shewa","other.ethiopian.national","urban","m",1
"amhara","north.shewa","from.different.parents","urban","m",94
"amhara","north.shewa","eritrean","urban","m",2
"amhara","north.shewa","djiboutian","urban","m",0
"amhara","north.shewa","somalian","urban","m",0
"amhara","north.shewa","kenyan","urban","m",0
"amhara","north.shewa","sudanese","urban","m",4
"amhara","north.shewa","other.foreigners","urban","m",9
"amhara","east.gojjam","affar","urban","m",23
"amhara","east.gojjam","agew-awi","urban","m",123
"amhara","east.gojjam","agew.hamyra","urban","m",68
"amhara","east.gojjam","alaba","urban","m",39
"amhara","east.gojjam","amhara","urban","m",102879
"amhara","east.gojjam","anyiwak","urban","m",92
"amhara","east.gojjam","argoba","urban","m",25
"amhara","east.gojjam","ari","urban","m",15
"amhara","east.gojjam","arborie","urban","m",2
"amhara","east.gojjam","bacha","urban","m",0
"amhara","east.gojjam","basketo","urban","m",0
"amhara","east.gojjam","bench","urban","m",0
"amhara","east.gojjam","berta","urban","m",3
"amhara","east.gojjam","bodi","urban","m",4
"amhara","east.gojjam","brayle","urban","m",16
"amhara","east.gojjam","burji","urban","m",5
"amhara","east.gojjam","bena","urban","m",46
"amhara","east.gojjam","chara","urban","m",8
"amhara","east.gojjam","dasenech","urban","m",0
"amhara","east.gojjam","dawuro","urban","m",14
"amhara","east.gojjam","debase-gewada","urban","m",0
"amhara","east.gojjam","derashe","urban","m",0
"amhara","east.gojjam","dime","urban","m",10
"amhara","east.gojjam","dizi","urban","m",2
"amhara","east.gojjam","donga","urban","m",6
"amhara","east.gojjam","fedashe","urban","m",0
"amhara","east.gojjam","gamo","urban","m",8
"amhara","east.gojjam","gebato","urban","m",4
"amhara","east.gojjam","gedeo","urban","m",8
"amhara","east.gojjam","gedicho","urban","m",0
"amhara","east.gojjam","gidole","urban","m",2
"amhara","east.gojjam","goffa","urban","m",1
"amhara","east.gojjam","gumuz","urban","m",3
"amhara","east.gojjam","guragie","urban","m",49
"amhara","east.gojjam","guagu","urban","m",0
"amhara","east.gojjam","hadiya","urban","m",10
"amhara","east.gojjam","hareri","urban","m",0
"amhara","east.gojjam","hamer","urban","m",0
"amhara","east.gojjam","irob","urban","m",0
"amhara","east.gojjam","kefficho","urban","m",0
"amhara","east.gojjam","kembata","urban","m",8
"amhara","east.gojjam","konta","urban","m",0
"amhara","east.gojjam","komo","urban","m",1
"amhara","east.gojjam","konso","urban","m",1
"amhara","east.gojjam","kore","urban","m",1
"amhara","east.gojjam","koyego","urban","m",0
"amhara","east.gojjam","kunama","urban","m",17
"amhara","east.gojjam","karo","urban","m",0
"amhara","east.gojjam","kusumie","urban","m",0
"amhara","east.gojjam","malie","urban","m",7
"amhara","east.gojjam","mao","urban","m",3
"amhara","east.gojjam","mareko","urban","m",6
"amhara","east.gojjam","mashola","urban","m",0
"amhara","east.gojjam","mere","urban","m",0
"amhara","east.gojjam","me-enite","urban","m",1
"amhara","east.gojjam","messengo","urban","m",8
"amhara","east.gojjam","mejenger","urban","m",0
"amhara","east.gojjam","mossiye","urban","m",1
"amhara","east.gojjam","mursi","urban","m",0
"amhara","east.gojjam","murle","urban","m",0
"amhara","east.gojjam","nao","urban","m",0
"amhara","east.gojjam","nuwer","urban","m",4
"amhara","east.gojjam","nyangatom","urban","m",0
"amhara","east.gojjam","oromo","urban","m",229
"amhara","east.gojjam","oida","urban","m",0
"amhara","east.gojjam","qebena","urban","m",2
"amhara","east.gojjam","qechem","urban","m",0
"amhara","east.gojjam","qewama","urban","m",1
"amhara","east.gojjam","shekecho","urban","m",1
"amhara","east.gojjam","sheko","urban","m",0
"amhara","east.gojjam","shinasha","urban","m",4
"amhara","east.gojjam","sidama","urban","m",6
"amhara","east.gojjam","silte","urban","m",5
"amhara","east.gojjam","somalie","urban","m",3
"amhara","east.gojjam","surma","urban","m",3
"amhara","east.gojjam","she","urban","m",1
"amhara","east.gojjam","tigrie","urban","m",143
"amhara","east.gojjam","timebaro","urban","m",0
"amhara","east.gojjam","tsemay","urban","m",0
"amhara","east.gojjam","upo","urban","m",0
"amhara","east.gojjam","welaita","urban","m",6
"amhara","east.gojjam","werji","urban","m",0
"amhara","east.gojjam","yem","urban","m",1
"amhara","east.gojjam","zeyese","urban","m",0
"amhara","east.gojjam","zelmam","urban","m",0
"amhara","east.gojjam","other.ethiopian.national","urban","m",4
"amhara","east.gojjam","from.different.parents","urban","m",10
"amhara","east.gojjam","eritrean","urban","m",0
"amhara","east.gojjam","djiboutian","urban","m",0
"amhara","east.gojjam","somalian","urban","m",0
"amhara","east.gojjam","kenyan","urban","m",0
"amhara","east.gojjam","sudanese","urban","m",6
"amhara","east.gojjam","other.foreigners","urban","m",2
"amhara","west.gojjam","affar","urban","m",14
"amhara","west.gojjam","agew-awi","urban","m",163
"amhara","west.gojjam","agew.hamyra","urban","m",34
"amhara","west.gojjam","alaba","urban","m",35
"amhara","west.gojjam","amhara","urban","m",91290
"amhara","west.gojjam","anyiwak","urban","m",68
"amhara","west.gojjam","argoba","urban","m",10
"amhara","west.gojjam","ari","urban","m",10
"amhara","west.gojjam","arborie","urban","m",4
"amhara","west.gojjam","bacha","urban","m",0
"amhara","west.gojjam","basketo","urban","m",1
"amhara","west.gojjam","bench","urban","m",3
"amhara","west.gojjam","berta","urban","m",1
"amhara","west.gojjam","bodi","urban","m",1
"amhara","west.gojjam","brayle","urban","m",17
"amhara","west.gojjam","burji","urban","m",1
"amhara","west.gojjam","bena","urban","m",2
"amhara","west.gojjam","chara","urban","m",10
"amhara","west.gojjam","dasenech","urban","m",1
"amhara","west.gojjam","dawuro","urban","m",16
"amhara","west.gojjam","debase-gewada","urban","m",3
"amhara","west.gojjam","derashe","urban","m",0
"amhara","west.gojjam","dime","urban","m",3
"amhara","west.gojjam","dizi","urban","m",0
"amhara","west.gojjam","donga","urban","m",10
"amhara","west.gojjam","fedashe","urban","m",2
"amhara","west.gojjam","gamo","urban","m",5
"amhara","west.gojjam","gebato","urban","m",0
"amhara","west.gojjam","gedeo","urban","m",1
"amhara","west.gojjam","gedicho","urban","m",1
"amhara","west.gojjam","gidole","urban","m",0
"amhara","west.gojjam","goffa","urban","m",0
"amhara","west.gojjam","gumuz","urban","m",5
"amhara","west.gojjam","guragie","urban","m",14
"amhara","west.gojjam","guagu","urban","m",0
"amhara","west.gojjam","hadiya","urban","m",8
"amhara","west.gojjam","hareri","urban","m",1
"amhara","west.gojjam","hamer","urban","m",1
"amhara","west.gojjam","irob","urban","m",0
"amhara","west.gojjam","kefficho","urban","m",0
"amhara","west.gojjam","kembata","urban","m",1
"amhara","west.gojjam","konta","urban","m",0
"amhara","west.gojjam","komo","urban","m",2
"amhara","west.gojjam","konso","urban","m",0
"amhara","west.gojjam","kore","urban","m",1
"amhara","west.gojjam","koyego","urban","m",0
"amhara","west.gojjam","kunama","urban","m",16
"amhara","west.gojjam","karo","urban","m",0
"amhara","west.gojjam","kusumie","urban","m",0
"amhara","west.gojjam","malie","urban","m",2
"amhara","west.gojjam","mao","urban","m",0
"amhara","west.gojjam","mareko","urban","m",6
"amhara","west.gojjam","mashola","urban","m",0
"amhara","west.gojjam","mere","urban","m",1
"amhara","west.gojjam","me-enite","urban","m",0
"amhara","west.gojjam","messengo","urban","m",0
"amhara","west.gojjam","mejenger","urban","m",0
"amhara","west.gojjam","mossiye","urban","m",0
"amhara","west.gojjam","mursi","urban","m",0
"amhara","west.gojjam","murle","urban","m",0
"amhara","west.gojjam","nao","urban","m",0
"amhara","west.gojjam","nuwer","urban","m",5
"amhara","west.gojjam","nyangatom","urban","m",0
"amhara","west.gojjam","oromo","urban","m",124
"amhara","west.gojjam","oida","urban","m",0
"amhara","west.gojjam","qebena","urban","m",0
"amhara","west.gojjam","qechem","urban","m",0
"amhara","west.gojjam","qewama","urban","m",0
"amhara","west.gojjam","shekecho","urban","m",0
"amhara","west.gojjam","sheko","urban","m",0
