"region","zone","ethnic.group","residence","sex","population"
"addis.ababa","akaki.kaliti","chara","urban","m",4
"addis.ababa","akaki.kaliti","dasenech","urban","m",5
"addis.ababa","akaki.kaliti","dawuro","urban","m",63
"addis.ababa","akaki.kaliti","debase-gewada","urban","m",2
"addis.ababa","akaki.kaliti","derashe","urban","m",12
"addis.ababa","akaki.kaliti","dime","urban","m",2
"addis.ababa","akaki.kaliti","dizi","urban","m",0
"addis.ababa","akaki.kaliti","donga","urban","m",10
"addis.ababa","akaki.kaliti","fedashe","urban","m",10
"addis.ababa","akaki.kaliti","gamo","urban","m",161
"addis.ababa","akaki.kaliti","gebato","urban","m",4
"addis.ababa","akaki.kaliti","gedeo","urban","m",32
"addis.ababa","akaki.kaliti","gedicho","urban","m",30
"addis.ababa","akaki.kaliti","gidole","urban","m",12
"addis.ababa","akaki.kaliti","goffa","urban","m",36
"addis.ababa","akaki.kaliti","gumuz","urban","m",23
"addis.ababa","akaki.kaliti","guragie","urban","m",7740
"addis.ababa","akaki.kaliti","guagu","urban","m",0
"addis.ababa","akaki.kaliti","hadiya","urban","m",426
"addis.ababa","akaki.kaliti","hareri","urban","m",52
"addis.ababa","akaki.kaliti","hamer","urban","m",1
"addis.ababa","akaki.kaliti","irob","urban","m",4
"addis.ababa","akaki.kaliti","kefficho","urban","m",49
"addis.ababa","akaki.kaliti","kembata","urban","m",240
"addis.ababa","akaki.kaliti","konta","urban","m",1
"addis.ababa","akaki.kaliti","komo","urban","m",20
"addis.ababa","akaki.kaliti","konso","urban","m",4
"addis.ababa","akaki.kaliti","kore","urban","m",1
"addis.ababa","akaki.kaliti","koyego","urban","m",4
"addis.ababa","akaki.kaliti","kunama","urban","m",4
"addis.ababa","akaki.kaliti","karo","urban","m",1
"addis.ababa","akaki.kaliti","kusumie","urban","m",2
"addis.ababa","akaki.kaliti","malie","urban","m",122
"addis.ababa","akaki.kaliti","mao","urban","m",190
"addis.ababa","akaki.kaliti","mareko","urban","m",49
"addis.ababa","akaki.kaliti","mashola","urban","m",22
"addis.ababa","akaki.kaliti","mere","urban","m",17
"addis.ababa","akaki.kaliti","me-enite","urban","m",1
"addis.ababa","akaki.kaliti","messengo","urban","m",38
"addis.ababa","akaki.kaliti","mejenger","urban","m",4
"addis.ababa","akaki.kaliti","mossiye","urban","m",13
"addis.ababa","akaki.kaliti","mursi","urban","m",3
"addis.ababa","akaki.kaliti","murle","urban","m",12
"addis.ababa","akaki.kaliti","nao","urban","m",9
"addis.ababa","akaki.kaliti","nuwer","urban","m",12
"addis.ababa","akaki.kaliti","nyangatom","urban","m",4
"addis.ababa","akaki.kaliti","oromo","urban","m",32450
"addis.ababa","akaki.kaliti","oida","urban","m",14
"addis.ababa","akaki.kaliti","qebena","urban","m",16
"addis.ababa","akaki.kaliti","qechem","urban","m",1
"addis.ababa","akaki.kaliti","qewama","urban","m",0
"addis.ababa","akaki.kaliti","shekecho","urban","m",3
"addis.ababa","akaki.kaliti","sheko","urban","m",4
"addis.ababa","akaki.kaliti","shinasha","urban","m",6
"addis.ababa","akaki.kaliti","sidama","urban","m",89
"addis.ababa","akaki.kaliti","silte","urban","m",1890
"addis.ababa","akaki.kaliti","somalie","urban","m",74
"addis.ababa","akaki.kaliti","surma","urban","m",7
"addis.ababa","akaki.kaliti","she","urban","m",12
"addis.ababa","akaki.kaliti","tigrie","urban","m",5575
"addis.ababa","akaki.kaliti","timebaro","urban","m",2
"addis.ababa","akaki.kaliti","tsemay","urban","m",0
"addis.ababa","akaki.kaliti","upo","urban","m",1
"addis.ababa","akaki.kaliti","welaita","urban","m",609
"addis.ababa","akaki.kaliti","werji","urban","m",177
"addis.ababa","akaki.kaliti","yem","urban","m",21
"addis.ababa","akaki.kaliti","zeyese","urban","m",7
"addis.ababa","akaki.kaliti","zelmam","urban","m",1
"addis.ababa","akaki.kaliti","other.ethiopian.national","urban","m",249
"addis.ababa","akaki.kaliti","from.different.parents","urban","m",691
"addis.ababa","akaki.kaliti","eritrean","urban","m",32
"addis.ababa","akaki.kaliti","djiboutian","urban","m",6
"addis.ababa","akaki.kaliti","somalian","urban","m",23
"addis.ababa","akaki.kaliti","kenyan","urban","m",1
"addis.ababa","akaki.kaliti","sudanese","urban","m",5
"addis.ababa","akaki.kaliti","other.foreigners","urban","m",84
"addis.ababa","nefas.silk-lafto","affar","urban","m",154
"addis.ababa","nefas.silk-lafto","agew-awi","urban","m",103
"addis.ababa","nefas.silk-lafto","agew.hamyra","urban","m",202
"addis.ababa","nefas.silk-lafto","alaba","urban","m",326
"addis.ababa","nefas.silk-lafto","amhara","urban","m",66426
"addis.ababa","nefas.silk-lafto","anyiwak","urban","m",134
"addis.ababa","nefas.silk-lafto","argoba","urban","m",253
"addis.ababa","nefas.silk-lafto","ari","urban","m",53
"addis.ababa","nefas.silk-lafto","arborie","urban","m",2
"addis.ababa","nefas.silk-lafto","bacha","urban","m",0
"addis.ababa","nefas.silk-lafto","basketo","urban","m",6
"addis.ababa","nefas.silk-lafto","bench","urban","m",22
"addis.ababa","nefas.silk-lafto","berta","urban","m",57
"addis.ababa","nefas.silk-lafto","bodi","urban","m",29
"addis.ababa","nefas.silk-lafto","brayle","urban","m",22
"addis.ababa","nefas.silk-lafto","burji","urban","m",23
"addis.ababa","nefas.silk-lafto","bena","urban","m",11
"addis.ababa","nefas.silk-lafto","chara","urban","m",7
"addis.ababa","nefas.silk-lafto","dasenech","urban","m",6
"addis.ababa","nefas.silk-lafto","dawuro","urban","m",52
"addis.ababa","nefas.silk-lafto","debase-gewada","urban","m",10
"addis.ababa","nefas.silk-lafto","derashe","urban","m",5
"addis.ababa","nefas.silk-lafto","dime","urban","m",8
"addis.ababa","nefas.silk-lafto","dizi","urban","m",11
"addis.ababa","nefas.silk-lafto","donga","urban","m",19
"addis.ababa","nefas.silk-lafto","fedashe","urban","m",9
"addis.ababa","nefas.silk-lafto","gamo","urban","m",967
"addis.ababa","nefas.silk-lafto","gebato","urban","m",13
"addis.ababa","nefas.silk-lafto","gedeo","urban","m",65
"addis.ababa","nefas.silk-lafto","gedicho","urban","m",8
"addis.ababa","nefas.silk-lafto","gidole","urban","m",17
"addis.ababa","nefas.silk-lafto","goffa","urban","m",39
"addis.ababa","nefas.silk-lafto","gumuz","urban","m",32
"addis.ababa","nefas.silk-lafto","guragie","urban","m",17677
"addis.ababa","nefas.silk-lafto","guagu","urban","m",0
"addis.ababa","nefas.silk-lafto","hadiya","urban","m",1361
"addis.ababa","nefas.silk-lafto","hareri","urban","m",801
"addis.ababa","nefas.silk-lafto","hamer","urban","m",3
"addis.ababa","nefas.silk-lafto","irob","urban","m",10
"addis.ababa","nefas.silk-lafto","kefficho","urban","m",161
"addis.ababa","nefas.silk-lafto","kembata","urban","m",423
"addis.ababa","nefas.silk-lafto","konta","urban","m",4
"addis.ababa","nefas.silk-lafto","komo","urban","m",31
"addis.ababa","nefas.silk-lafto","konso","urban","m",16
"addis.ababa","nefas.silk-lafto","kore","urban","m",24
"addis.ababa","nefas.silk-lafto","koyego","urban","m",3
"addis.ababa","nefas.silk-lafto","kunama","urban","m",17
"addis.ababa","nefas.silk-lafto","karo","urban","m",0
"addis.ababa","nefas.silk-lafto","kusumie","urban","m",0
"addis.ababa","nefas.silk-lafto","malie","urban","m",220
"addis.ababa","nefas.silk-lafto","mao","urban","m",239
"addis.ababa","nefas.silk-lafto","mareko","urban","m",142
"addis.ababa","nefas.silk-lafto","mashola","urban","m",41
"addis.ababa","nefas.silk-lafto","mere","urban","m",35
"addis.ababa","nefas.silk-lafto","me-enite","urban","m",15
"addis.ababa","nefas.silk-lafto","messengo","urban","m",118
"addis.ababa","nefas.silk-lafto","mejenger","urban","m",12
"addis.ababa","nefas.silk-lafto","mossiye","urban","m",58
"addis.ababa","nefas.silk-lafto","mursi","urban","m",4
"addis.ababa","nefas.silk-lafto","murle","urban","m",13
"addis.ababa","nefas.silk-lafto","nao","urban","m",20
"addis.ababa","nefas.silk-lafto","nuwer","urban","m",33
"addis.ababa","nefas.silk-lafto","nyangatom","urban","m",20
"addis.ababa","nefas.silk-lafto","oromo","urban","m",34818
"addis.ababa","nefas.silk-lafto","oida","urban","m",13
"addis.ababa","nefas.silk-lafto","qebena","urban","m",29
"addis.ababa","nefas.silk-lafto","qechem","urban","m",10
"addis.ababa","nefas.silk-lafto","qewama","urban","m",0
"addis.ababa","nefas.silk-lafto","shekecho","urban","m",11
"addis.ababa","nefas.silk-lafto","sheko","urban","m",7
"addis.ababa","nefas.silk-lafto","shinasha","urban","m",11
"addis.ababa","nefas.silk-lafto","sidama","urban","m",192
"addis.ababa","nefas.silk-lafto","silte","urban","m",3818
"addis.ababa","nefas.silk-lafto","somalie","urban","m",619
"addis.ababa","nefas.silk-lafto","surma","urban","m",31
"addis.ababa","nefas.silk-lafto","she","urban","m",1
"addis.ababa","nefas.silk-lafto","tigrie","urban","m",13275
"addis.ababa","nefas.silk-lafto","timebaro","urban","m",9
"addis.ababa","nefas.silk-lafto","tsemay","urban","m",4
"addis.ababa","nefas.silk-lafto","upo","urban","m",3
"addis.ababa","nefas.silk-lafto","welaita","urban","m",1466
"addis.ababa","nefas.silk-lafto","werji","urban","m",151
"addis.ababa","nefas.silk-lafto","yem","urban","m",34
"addis.ababa","nefas.silk-lafto","zeyese","urban","m",12
"addis.ababa","nefas.silk-lafto","zelmam","urban","m",3
"addis.ababa","nefas.silk-lafto","other.ethiopian.national","urban","m",587
"addis.ababa","nefas.silk-lafto","from.different.parents","urban","m",1297
"addis.ababa","nefas.silk-lafto","eritrean","urban","m",293
"addis.ababa","nefas.silk-lafto","djiboutian","urban","m",9
"addis.ababa","nefas.silk-lafto","somalian","urban","m",1359
"addis.ababa","nefas.silk-lafto","kenyan","urban","m",8
"addis.ababa","nefas.silk-lafto","sudanese","urban","m",57
"addis.ababa","nefas.silk-lafto","other.foreigners","urban","m",265
"addis.ababa","kolfe.keraniyo","affar","urban","m",123
"addis.ababa","kolfe.keraniyo","agew-awi","urban","m",176
"addis.ababa","kolfe.keraniyo","agew.hamyra","urban","m",230
"addis.ababa","kolfe.keraniyo","alaba","urban","m",277
"addis.ababa","kolfe.keraniyo","amhara","urban","m",65780
"addis.ababa","kolfe.keraniyo","anyiwak","urban","m",219
"addis.ababa","kolfe.keraniyo","argoba","urban","m",301
"addis.ababa","kolfe.keraniyo","ari","urban","m",56
"addis.ababa","kolfe.keraniyo","arborie","urban","m",21
"addis.ababa","kolfe.keraniyo","bacha","urban","m",4
"addis.ababa","kolfe.keraniyo","basketo","urban","m",5
"addis.ababa","kolfe.keraniyo","bench","urban","m",46
"addis.ababa","kolfe.keraniyo","berta","urban","m",55
"addis.ababa","kolfe.keraniyo","bodi","urban","m",30
"addis.ababa","kolfe.keraniyo","brayle","urban","m",52
"addis.ababa","kolfe.keraniyo","burji","urban","m",75
"addis.ababa","kolfe.keraniyo","bena","urban","m",13
"addis.ababa","kolfe.keraniyo","chara","urban","m",17
"addis.ababa","kolfe.keraniyo","dasenech","urban","m",9
"addis.ababa","kolfe.keraniyo","dawuro","urban","m",150
"addis.ababa","kolfe.keraniyo","debase-gewada","urban","m",12
"addis.ababa","kolfe.keraniyo","derashe","urban","m",15
"addis.ababa","kolfe.keraniyo","dime","urban","m",6
"addis.ababa","kolfe.keraniyo","dizi","urban","m",8
"addis.ababa","kolfe.keraniyo","donga","urban","m",18
"addis.ababa","kolfe.keraniyo","fedashe","urban","m",15
"addis.ababa","kolfe.keraniyo","gamo","urban","m",7395
"addis.ababa","kolfe.keraniyo","gebato","urban","m",28
"addis.ababa","kolfe.keraniyo","gedeo","urban","m",41
"addis.ababa","kolfe.keraniyo","gedicho","urban","m",15
"addis.ababa","kolfe.keraniyo","gidole","urban","m",20
"addis.ababa","kolfe.keraniyo","goffa","urban","m",89
"addis.ababa","kolfe.keraniyo","gumuz","urban","m",89
"addis.ababa","kolfe.keraniyo","guragie","urban","m",65235
"addis.ababa","kolfe.keraniyo","guagu","urban","m",0
"addis.ababa","kolfe.keraniyo","hadiya","urban","m",1806
"addis.ababa","kolfe.keraniyo","hareri","urban","m",255
"addis.ababa","kolfe.keraniyo","hamer","urban","m",7
"addis.ababa","kolfe.keraniyo","irob","urban","m",4
"addis.ababa","kolfe.keraniyo","kefficho","urban","m",184
"addis.ababa","kolfe.keraniyo","kembata","urban","m",398
"addis.ababa","kolfe.keraniyo","konta","urban","m",14
"addis.ababa","kolfe.keraniyo","komo","urban","m",6
"addis.ababa","kolfe.keraniyo","konso","urban","m",12
"addis.ababa","kolfe.keraniyo","kore","urban","m",19
"addis.ababa","kolfe.keraniyo","koyego","urban","m",11
"addis.ababa","kolfe.keraniyo","kunama","urban","m",15
"addis.ababa","kolfe.keraniyo","karo","urban","m",6
"addis.ababa","kolfe.keraniyo","kusumie","urban","m",0
"addis.ababa","kolfe.keraniyo","malie","urban","m",264
"addis.ababa","kolfe.keraniyo","mao","urban","m",388
"addis.ababa","kolfe.keraniyo","mareko","urban","m",200
"addis.ababa","kolfe.keraniyo","mashola","urban","m",61
"addis.ababa","kolfe.keraniyo","mere","urban","m",25
"addis.ababa","kolfe.keraniyo","me-enite","urban","m",4
"addis.ababa","kolfe.keraniyo","messengo","urban","m",165
"addis.ababa","kolfe.keraniyo","mejenger","urban","m",15
"addis.ababa","kolfe.keraniyo","mossiye","urban","m",201
"addis.ababa","kolfe.keraniyo","mursi","urban","m",2
"addis.ababa","kolfe.keraniyo","murle","urban","m",36
"addis.ababa","kolfe.keraniyo","nao","urban","m",19
"addis.ababa","kolfe.keraniyo","nuwer","urban","m",46
"addis.ababa","kolfe.keraniyo","nyangatom","urban","m",15
"addis.ababa","kolfe.keraniyo","oromo","urban","m",37323
"addis.ababa","kolfe.keraniyo","oida","urban","m",91
"addis.ababa","kolfe.keraniyo","qebena","urban","m",169
"addis.ababa","kolfe.keraniyo","qechem","urban","m",4
"addis.ababa","kolfe.keraniyo","qewama","urban","m",1
"addis.ababa","kolfe.keraniyo","shekecho","urban","m",23
"addis.ababa","kolfe.keraniyo","sheko","urban","m",4
"addis.ababa","kolfe.keraniyo","shinasha","urban","m",26
"addis.ababa","kolfe.keraniyo","sidama","urban","m",129
"addis.ababa","kolfe.keraniyo","silte","urban","m",14676
"addis.ababa","kolfe.keraniyo","somalie","urban","m",83
"addis.ababa","kolfe.keraniyo","surma","urban","m",70
"addis.ababa","kolfe.keraniyo","she","urban","m",3
"addis.ababa","kolfe.keraniyo","tigrie","urban","m",6169
"addis.ababa","kolfe.keraniyo","timebaro","urban","m",14
"addis.ababa","kolfe.keraniyo","tsemay","urban","m",8
"addis.ababa","kolfe.keraniyo","upo","urban","m",6
"addis.ababa","kolfe.keraniyo","welaita","urban","m",1735
"addis.ababa","kolfe.keraniyo","werji","urban","m",379
"addis.ababa","kolfe.keraniyo","yem","urban","m",68
"addis.ababa","kolfe.keraniyo","zeyese","urban","m",51
"addis.ababa","kolfe.keraniyo","zelmam","urban","m",2
"addis.ababa","kolfe.keraniyo","other.ethiopian.national","urban","m",380
"addis.ababa","kolfe.keraniyo","from.different.parents","urban","m",1186
"addis.ababa","kolfe.keraniyo","eritrean","urban","m",39
"addis.ababa","kolfe.keraniyo","djiboutian","urban","m",0
"addis.ababa","kolfe.keraniyo","somalian","urban","m",9
"addis.ababa","kolfe.keraniyo","kenyan","urban","m",7
"addis.ababa","kolfe.keraniyo","sudanese","urban","m",34
"addis.ababa","kolfe.keraniyo","other.foreigners","urban","m",149
"addis.ababa","gulele","affar","urban","m",143
"addis.ababa","gulele","agew-awi","urban","m",55
"addis.ababa","gulele","agew.hamyra","urban","m",663
"addis.ababa","gulele","alaba","urban","m",574
"addis.ababa","gulele","amhara","urban","m",72345
"addis.ababa","gulele","anyiwak","urban","m",109
"addis.ababa","gulele","argoba","urban","m",184
"addis.ababa","gulele","ari","urban","m",33
"addis.ababa","gulele","arborie","urban","m",25
"addis.ababa","gulele","bacha","urban","m",0
"addis.ababa","gulele","basketo","urban","m",5
"addis.ababa","gulele","bench","urban","m",8
"addis.ababa","gulele","berta","urban","m",59
"addis.ababa","gulele","bodi","urban","m",96
"addis.ababa","gulele","brayle","urban","m",15
"addis.ababa","gulele","burji","urban","m",17
"addis.ababa","gulele","bena","urban","m",61
"addis.ababa","gulele","chara","urban","m",7
"addis.ababa","gulele","dasenech","urban","m",12
"addis.ababa","gulele","dawuro","urban","m",33
"addis.ababa","gulele","debase-gewada","urban","m",13
"addis.ababa","gulele","derashe","urban","m",13
"addis.ababa","gulele","dime","urban","m",3
"addis.ababa","gulele","dizi","urban","m",17
"addis.ababa","gulele","donga","urban","m",11
"addis.ababa","gulele","fedashe","urban","m",12
"addis.ababa","gulele","gamo","urban","m",13554
"addis.ababa","gulele","gebato","urban","m",9
"addis.ababa","gulele","gedeo","urban","m",15
"addis.ababa","gulele","gedicho","urban","m",3
"addis.ababa","gulele","gidole","urban","m",11
"addis.ababa","gulele","goffa","urban","m",36
"addis.ababa","gulele","gumuz","urban","m",23
"addis.ababa","gulele","guragie","urban","m",10395
"addis.ababa","gulele","guagu","urban","m",0
"addis.ababa","gulele","hadiya","urban","m",539
"addis.ababa","gulele","hareri","urban","m",156
"addis.ababa","gulele","hamer","urban","m",1
"addis.ababa","gulele","irob","urban","m",0
"addis.ababa","gulele","kefficho","urban","m",108
"addis.ababa","gulele","kembata","urban","m",122
"addis.ababa","gulele","konta","urban","m",3
"addis.ababa","gulele","komo","urban","m",5
"addis.ababa","gulele","konso","urban","m",10
"addis.ababa","gulele","kore","urban","m",7
"addis.ababa","gulele","koyego","urban","m",0
"addis.ababa","gulele","kunama","urban","m",12
"addis.ababa","gulele","karo","urban","m",0
"addis.ababa","gulele","kusumie","urban","m",0
"addis.ababa","gulele","malie","urban","m",119
"addis.ababa","gulele","mao","urban","m",208
"addis.ababa","gulele","mareko","urban","m",47
"addis.ababa","gulele","mashola","urban","m",13
"addis.ababa","gulele","mere","urban","m",18
"addis.ababa","gulele","me-enite","urban","m",2
"addis.ababa","gulele","messengo","urban","m",46
"addis.ababa","gulele","mejenger","urban","m",6
"addis.ababa","gulele","mossiye","urban","m",688
"addis.ababa","gulele","mursi","urban","m",4
"addis.ababa","gulele","murle","urban","m",2
"addis.ababa","gulele","nao","urban","m",24
"addis.ababa","gulele","nuwer","urban","m",16
"addis.ababa","gulele","nyangatom","urban","m",15
"addis.ababa","gulele","oromo","urban","m",19643
"addis.ababa","gulele","oida","urban","m",12
"addis.ababa","gulele","qebena","urban","m",25
"addis.ababa","gulele","qechem","urban","m",2
"addis.ababa","gulele","qewama","urban","m",0
"addis.ababa","gulele","shekecho","urban","m",2
"addis.ababa","gulele","sheko","urban","m",3
"addis.ababa","gulele","shinasha","urban","m",16
"addis.ababa","gulele","sidama","urban","m",57
"addis.ababa","gulele","silte","urban","m",2660
"addis.ababa","gulele","somalie","urban","m",47
"addis.ababa","gulele","surma","urban","m",10
"addis.ababa","gulele","she","urban","m",5
"addis.ababa","gulele","tigrie","urban","m",3849
"addis.ababa","gulele","timebaro","urban","m",16
"addis.ababa","gulele","tsemay","urban","m",4
"addis.ababa","gulele","upo","urban","m",1
"addis.ababa","gulele","welaita","urban","m",598
"addis.ababa","gulele","werji","urban","m",78
"addis.ababa","gulele","yem","urban","m",10
"addis.ababa","gulele","zeyese","urban","m",11
"addis.ababa","gulele","zelmam","urban","m",2
"addis.ababa","gulele","other.ethiopian.national","urban","m",369
"addis.ababa","gulele","from.different.parents","urban","m",1098
"addis.ababa","gulele","eritrean","urban","m",56
"addis.ababa","gulele","djiboutian","urban","m",1
"addis.ababa","gulele","somalian","urban","m",1
"addis.ababa","gulele","kenyan","urban","m",15
"addis.ababa","gulele","sudanese","urban","m",10
"addis.ababa","gulele","other.foreigners","urban","m",65
"addis.ababa","lideta","affar","urban","m",206
"addis.ababa","lideta","agew-awi","urban","m",34
"addis.ababa","lideta","agew.hamyra","urban","m",300
"addis.ababa","lideta","alaba","urban","m",294
"addis.ababa","lideta","amhara","urban","m",36127
"addis.ababa","lideta","anyiwak","urban","m",115
"addis.ababa","lideta","argoba","urban","m",189
"addis.ababa","lideta","ari","urban","m",70
"addis.ababa","lideta","arborie","urban","m",8
"addis.ababa","lideta","bacha","urban","m",1
"addis.ababa","lideta","basketo","urban","m",0
"addis.ababa","lideta","bench","urban","m",6
"addis.ababa","lideta","berta","urban","m",21
"addis.ababa","lideta","bodi","urban","m",1
"addis.ababa","lideta","brayle","urban","m",9
"addis.ababa","lideta","burji","urban","m",13
"addis.ababa","lideta","bena","urban","m",0
"addis.ababa","lideta","chara","urban","m",4
"addis.ababa","lideta","dasenech","urban","m",5
"addis.ababa","lideta","dawuro","urban","m",65
"addis.ababa","lideta","debase-gewada","urban","m",7
"addis.ababa","lideta","derashe","urban","m",10
"addis.ababa","lideta","dime","urban","m",1
"addis.ababa","lideta","dizi","urban","m",2
"addis.ababa","lideta","donga","urban","m",3
"addis.ababa","lideta","fedashe","urban","m",1
"addis.ababa","lideta","gamo","urban","m",178
"addis.ababa","lideta","gebato","urban","m",10
"addis.ababa","lideta","gedeo","urban","m",15
"addis.ababa","lideta","gedicho","urban","m",1
"addis.ababa","lideta","gidole","urban","m",2
"addis.ababa","lideta","goffa","urban","m",14
"addis.ababa","lideta","gumuz","urban","m",26
"addis.ababa","lideta","guragie","urban","m",23829
"addis.ababa","lideta","guagu","urban","m",0
"addis.ababa","lideta","hadiya","urban","m",1073
"addis.ababa","lideta","hareri","urban","m",238
"addis.ababa","lideta","hamer","urban","m",6
"addis.ababa","lideta","irob","urban","m",7
"addis.ababa","lideta","kefficho","urban","m",75
"addis.ababa","lideta","kembata","urban","m",202
"addis.ababa","lideta","konta","urban","m",4
"addis.ababa","lideta","komo","urban","m",4
"addis.ababa","lideta","konso","urban","m",9
"addis.ababa","lideta","kore","urban","m",8
"addis.ababa","lideta","koyego","urban","m",2
"addis.ababa","lideta","kunama","urban","m",12
"addis.ababa","lideta","karo","urban","m",0
"addis.ababa","lideta","kusumie","urban","m",1
"addis.ababa","lideta","malie","urban","m",96
"addis.ababa","lideta","mao","urban","m",192
"addis.ababa","lideta","mareko","urban","m",71
"addis.ababa","lideta","mashola","urban","m",22
"addis.ababa","lideta","mere","urban","m",20
"addis.ababa","lideta","me-enite","urban","m",5
"addis.ababa","lideta","messengo","urban","m",82
"addis.ababa","lideta","mejenger","urban","m",10
"addis.ababa","lideta","mossiye","urban","m",17
"addis.ababa","lideta","mursi","urban","m",4
"addis.ababa","lideta","murle","urban","m",11
"addis.ababa","lideta","nao","urban","m",18
